Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,InterviewQs
"Feb 17, 2020","Anonymous Interview Candidate in Memphis, TN",Director of Sales Interview,No Offer,Positive Experience,Difficult Interview,"I applied in-person. I interviewed at FedEx (Memphis, TN) in October 2019.",Interview,What does coaching mean to you Â  Answer Question
"Feb 16, 2020","Anonymous Employee in Memphis, TN",Technical Support Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at FedEx (Memphis, TN) in February 2020.",Interview,Have you ever disagreed with some type of change at work and how did you handle it? Â  1 Answer
"Feb 14, 2020",Anonymous Employee,Customer Service Manager Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at FedEx in March 2018.,Interview,Describe a situation when I had a difficult employee and how I handled it. Â  Answer Question
"Feb 10, 2020","Anonymous Employee in Bell, CA",Part Time Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at FedEx (Bell, CA) in August 2019.",Interview,Where do you see yourself in 5 years? Â  Answer Question
"Feb 9, 2020","Anonymous Interview Candidate in Hutchins, TX",Ops Manager Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at FedEx (Hutchins, TX) in February 2020.",Interview,BARS Interview which is basically the same as STAR interview. Â  1 Answer
"Feb 9, 2020",Anonymous Employee,Business Inside Sales Account Executive Interview,Accepted Offer,Positive Experience,,I was found by a recruiter via Linkedin and she scheduled a video interview just to tell me about the job and to understand my current position. I was told to then apply for the job so she could set up my next interview which i believe was 2 managers over the position but from 2 separate teams. They asked situational questions and wanted to know what would/have you done in a particular situation. After interview i was told that i would hear something in about a week. Ended up receiving the offer the next morning and accepted!,Interview,Give me a time when you had an unhappy customer because of a mistake you did. How would/did you handle this situation? Â  2 Answers
"Feb 7, 2020",Anonymous Employee in Singapore (Singapore),Accounting Assistant Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3 days. I interviewed at FedEx (Singapore (Singapore)).,Interview,Specify balance sheet and P/L? Â  Answer Question
"Feb 7, 2020",Anonymous Employee,Intern Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 days. I interviewed at FedEx in January 2018.,Interview,Tell me about a time that you used data to influence a team's decision. Â  Answer Question
"Feb 1, 2020","Anonymous Employee in Exton, PA",Part Time Package Handler Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took a week. I interviewed at FedEx (Exton, PA) in September 2019.",Application,
"Jan 28, 2020","Anonymous Employee in Muncy, PA",Part Time Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at FedEx (Muncy, PA) in December 2018.",Application,Where do you live? Â  1 Answer
"Jan 21, 2020","Anonymous Employee in Herndon, VA",Loader Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at FedEx (Herndon, VA) in February 2019.",Application,there was no interview question except when your available Â  Answer Question
"Jan 19, 2020",Anonymous Employee,Material Handler Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 3 days. I interviewed at FedEx in December 2019.,Application,Are you physically capable of the strenuous work? Â  Answer Question
"Jan 18, 2020",Anonymous Interview Candidate,Inside Sales Representative Interview,Declined Offer,Positive Experience,Average Interview,The interview process was good. Both the interviewers were experienced team members. The interview was scheduled in Dwarka office. Though it was a long process as number of candidates were 7-10 still they managed to wrap up the process within one day and results were announced the next day over email.,Application,I was asked to sell any product to them to check my selling and convincing skills. Â  Answer Question
"Jan 15, 2020","Anonymous Employee in Memphis, TN",Manager Interview,Accepted Offer,Neutral Experience,Difficult Interview,"I applied online. The process took 3+ months. I interviewed at FedEx (Memphis, TN) in October 2018.",Application,Tell me about a time you have to deal with a very difficult customer. Â  Answer Question
"Jan 14, 2020","Anonymous Employee in Lima, Lima Region (Peru)",Project Management Support Trainee Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at FedEx (Lima, Lima Region (Peru)) in August 2019.",Application,Â¿Como resolverÃ­as el caso? Â  Answer Question
"Jan 12, 2020","Anonymous Employee in Boise, ID",Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at FedEx (Boise, ID) in February 2019.",Application,Can you lift 70 lbs? Â  1 Answer
"Jan 9, 2020","Anonymous Employee in SÃ£o Paulo, SÃ£o Paulo (Brazil)",Analista Pleno Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took a week. I interviewed at FedEx (SÃ£o Paulo, SÃ£o Paulo (Brazil)) in April 2016.",Application,Toda experiÃªncia profissional Â  Answer Question
"Jan 8, 2020","Anonymous Employee in Chicago, IL",Truck Driver Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at FedEx (Chicago, IL) in July 2018.",Application,what other jobs have you worked in? Â  Answer Question
"Jan 6, 2020",Anonymous Employee,Sales Executive Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 3 weeks. I interviewed at FedEx.,Application,Typical behavioral and how you sell and quantify value. Â  Answer Question
"Jan 2, 2020",Anonymous Interview Candidate,Intern Marketing Interview,No Offer,Negative Experience,Difficult Interview,I applied through college or university. The process took 3+ months. I interviewed at FedEx in November 2019.,Application,"1. How did you prepare for this interview?
2. What do you know about FedEx? (wish I had known about how they avoided taxes and didn't reinvest their tax breaks prior to the interview)
3. Four negative experience behavioral questions Â  Answer Question"
"Dec 25, 2019","Anonymous Employee in Charlotte, NC",Operations P&D Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied in-person. The process took 4 weeks. I interviewed at FedEx (Charlotte, NC).",Application,Describe a time you had to resolve an issue with someone of a different opinion than mine. Â  Answer Question
"Dec 18, 2019",Anonymous Interview Candidate,Package Handler Interview,No Offer,Neutral Experience,,I applied online. I interviewed at FedEx in December 2019.,Application,Time and availability Â  1 Answer
"Dec 10, 2019",Anonymous Interview Candidate,IT Business Analyst Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 4+ months. I interviewed at FedEx.,Application,"Past work experience, academic projects, etc. Â  Answer Question"
"Dec 10, 2019",Anonymous Interview Candidate,Package Handler Interview,No Offer,Positive Experience,Easy Interview,I applied online. The process took 5 days. I interviewed at FedEx.,Application,Do you think you can perform the physical job? Â  Answer Question
"Dec 9, 2019",Anonymous Interview Candidate,Livreur Interview,No Offer,Negative Experience,Average Interview,I applied through other source. I interviewed at FedEx.,Application,Behavioral interview Â  1 Answer
"Dec 5, 2019",Anonymous Employee,Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,They accidentally called my phone and thought I was someone else when scheduling the interview. Interview started off really awkward but went well. Because it is such a low income and the hours are very unusual it is not hard to get hired,Application,Do i have means of transportation? Can i be there everyday at 3am? Â  2 Answers
"Nov 29, 2019",Anonymous Employee,Deli Clerk Interview,Accepted Offer,Positive Experience,Easy Interview,I applied in-person. I interviewed at FedEx.,Application,how many can u do on avg Â  Answer Question
"Nov 29, 2019",Anonymous Interview Candidate in Indore (India),Territory Manager Interview,No Offer,Positive Experience,Difficult Interview,I interviewed at FedEx (Indore (India)) in October 2019.,Application,Are you comfortable in sales bcoz u r a girl and this is hardcore sales profile Â  1 Answer
"Nov 27, 2019","Anonymous Employee in SÃ£o Paulo, SÃ£o Paulo (Brazil)",Agente De Atendimento Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. I interviewed at FedEx (SÃ£o Paulo, SÃ£o Paulo (Brazil)) in November 2015.",Application,NÃ£o me lembro Â  1 Answer
"Nov 25, 2019","Anonymous Employee in Dallas, TX",Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at FedEx (Dallas, TX) in November 2019.",Application,What was the reasoning you applied? Â  1 Answer
"Nov 25, 2019","Anonymous Interview Candidate in Tracy, CA",Area Manager Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at FedEx (Tracy, CA) in September 2019.",Application,Focused primarily on behavioral questions Â  Answer Question
"Nov 24, 2019",Anonymous Employee,Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,I applied in-person. I interviewed at FedEx.,Application,What would you do if the was a quarrel between coworkers. Â  1 Answer
"Nov 19, 2019",Anonymous Employee,Material Handler Interview,Accepted Offer,Positive Experience,Easy Interview,I applied in-person. I interviewed at FedEx.,Application,Do you believe in delivering the Purple Promise? Â  Answer Question
"Nov 19, 2019","Anonymous Employee in Prescott, AZ",Part Time Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at FedEx (Prescott, AZ) in November 2019.",Application,How do you manage conflict Â  Answer Question
"Nov 11, 2019","Anonymous Employee in Columbus, OH",Part Time Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at FedEx (Columbus, OH) in November 2019.",Application,If i could handle the building temperature. Â  1 Answer
"Nov 11, 2019",Anonymous Employee,Software Developer Interview,Accepted Offer,Negative Experience,Easy Interview,I applied online. The process took 4+ months. I interviewed at FedEx in August 2019.,Application,"REST web services, CI/CD, deployment process, cloud Â  Answer Question"
"Oct 29, 2019","Anonymous Employee in Louisville, KY",Delivery Driver Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at FedEx (Louisville, KY) in October 2019.",Application,Driving experience and background check Â  Answer Question
"Oct 28, 2019","Anonymous Employee in Richmond, VA",Package Handler Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 1+ week. I interviewed at FedEx (Richmond, VA) in May 2018.",Application,Do I have reliable transportation Â  1 Answer
"Oct 15, 2019",Anonymous Interview Candidate,Payroll Analyst Interview,No Offer,Neutral Experience,,I applied online. I interviewed at FedEx in August 2019.,Application,Tell me something about yourself Â  Answer Question
"Oct 15, 2019",Anonymous Employee in Kuala Lumpur (Malaysia),Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,I applied through a recruiter. I interviewed at FedEx (Kuala Lumpur (Malaysia)).,Application,describe your self Â  Answer Question
"Oct 14, 2019","Anonymous Employee in Memphis, TN",Marketing Specialist Advisor Interview,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 3 weeks. I interviewed at FedEx (Memphis, TN).",Application,Almost all work situations will require us at some point to interact with someone that we dislike. Describe a situation that you have encountered like this and explain how you handled it. Â  Answer Question
"Oct 11, 2019","Anonymous Interview Candidate in San Antonio, TX",Operations Manager Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at FedEx (San Antonio, TX) in September 2019.",Application,BARS interview structure Â  Answer Question
"Oct 4, 2019","Anonymous Interview Candidate in Oxford, MS",Intern Interview,Declined Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 5 weeks. I interviewed at FedEx (Oxford, MS) in October 2019.",Application,Tell us about a time you solved a conflict with a customer or team member Â  Answer Question
"Oct 1, 2019","Anonymous Employee in Lewisberry, PA",Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at FedEx (Lewisberry, PA) in March 2019.",Application,How would you handle a conflict in the workplace? Â  Answer Question
"Sep 19, 2019",Anonymous Interview Candidate in Rodez (France),Livreur Interview,No Offer,Positive Experience,Easy Interview,I applied in-person. The process took 2+ weeks. I interviewed at FedEx (Rodez (France)) in August 2016.,Application,Avez vous de l'expÃ©rience dans le domaine. Â  Answer Question
"Sep 14, 2019","Anonymous Interview Candidate in New York, NY",Package Handler Interview,No Offer,Positive Experience,Average Interview,"I applied in-person. The process took 3 days. I interviewed at FedEx (New York, NY) in September 2019.",Application,can i see myself doing this job Â  2 Answers
"Sep 14, 2019","Anonymous Employee in Greensboro, NC",Part Time Package Handler Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at FedEx (Greensboro, NC) in June 2019.",Application,Are you able to move packages up to 70lbs Â  1 Answer
"Sep 9, 2019","Anonymous Interview Candidate in Phoenix, AZ",Inside Sales Account Executive Interview,No Offer,Neutral Experience,Average Interview,"I applied through an employee referral. The process took 6+ months. I interviewed at FedEx (Phoenix, AZ) in August 2019.",Application,Describe a time in which you were able to sway/convince a potential client who was hesitant to buy. Â  Answer Question
"Sep 9, 2019","Anonymous Interview Candidate in Atlanta, GA",Delivery Driver Interview,Declined Offer,Positive Experience,Easy Interview,"I applied through an employee referral. I interviewed at FedEx (Atlanta, GA) in September 2019.",Application,
"Sep 5, 2019","Anonymous Interview Candidate in Oklahoma City, OK",Fed Ex Ground Package Handler Interview,Declined Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at FedEx (Oklahoma City, OK).",Application,Why did you leave your last job? Â  1 Answer
"Sep 3, 2019",Anonymous Employee,CSR Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at FedEx in January 2015.,Application,Name a time where you had to deal with a difficult customer Â  1 Answer
"Aug 30, 2019","Anonymous Employee in Memphis, TN",Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at FedEx (Memphis, TN) in September 2018.",Application,"Do you have anything on your record?
Basic questions. Â  1 Answer"
"Aug 25, 2019","Anonymous Interview Candidate in New York, NY",Engineer Interview,Declined Offer,Negative Experience,Difficult Interview,"I applied online. The process took 4+ weeks. I interviewed at FedEx (New York, NY) in August 2019.",Application,"List the start date, end date, employer, title, FedEx affiliation, country, state, city, address, zip code, phone number, supervisor, contact preference, FMCSAR medical card, FMCSAR drug test, reason for leaving, responsibilities, and volunteer experience for every single company you've worked for in the past ten years. Â  1 Answer"
"Aug 24, 2019","Anonymous Interview Candidate in Pittsburgh, PA",Customer Service Representative Interview,Declined Offer,Neutral Experience,Average Interview,"I applied through other source. I interviewed at FedEx (Pittsburgh, PA).",Application,What would you do if you had a problem with a customer and what is the outcome. How did you make a customer happy etc. Â  Answer Question
"Aug 13, 2019","Anonymous Employee in Memphis, TN",Marketing Specialist Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at FedEx (Memphis, TN) in January 2017.",Application,"Tell me about yourself
Tell me about a time you had to choose between two decisions/alternatives?
Tell me about a time you had to work with a difficult team member Â  Answer Question"
"Aug 8, 2019","Anonymous Employee in Atlanta, GA",Dispatcher Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at FedEx (Atlanta, GA) in January 2018.",Application,What type of candy would I be and why. Wasn't expecting that. Â  Answer Question
"Aug 7, 2019","Anonymous Employee in Fargo, ND",Part Time Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at FedEx (Fargo, ND) in January 2018.",Application,How would you describe your work ethic Â  1 Answer
"Aug 2, 2019",Anonymous Interview Candidate,Software Engineer Interview,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at FedEx.,Application,Tell me about your experience in the past where you developed a solution for immediate problem where that solution was also used in the long run Â  1 Answer
"Aug 1, 2019","Anonymous Employee in Dallas, TX",District Sales Manager Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 3+ months. I interviewed at FedEx (Dallas, TX) in October 2018.",Application,Tell me a time when... Â  2 Answers
"Jul 31, 2019","Anonymous Employee in Macon, GA",Courier Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at FedEx (Macon, GA) in September 2018.",Application,Behavioral questions Â  1 Answer
"Jul 29, 2019",Anonymous Employee in Colombo (Sri Lanka),Accounting Manager Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 5 days. I interviewed at FedEx (Colombo (Sri Lanka)) in February 2019.,Application,"1.tell me about yourself
2.My past experience,roles and responsibilities
3.problem solving questions Â  1 Answer"
"Jul 26, 2019","Anonymous Interview Candidate in Atlanta, GA",Customer Service Representative Interview,Declined Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at FedEx (Atlanta, GA) in July 2019.",Application,What is a common misconception people make about you? Â  2 Answers
"Jul 25, 2019","Anonymous Employee in Olive Branch, MS",Part Time Package Handler Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at FedEx (Olive Branch, MS) in July 2019.",Application,
"Jul 24, 2019","Anonymous Employee in Washington, DC",Attorney Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. I interviewed at FedEx (Washington, DC) in February 2019.",Application,How will I relieve the stress of being a FedEx attorney Â  2 Answers
"Jul 23, 2019","Anonymous Employee in Saint Louis, MO",Part Time Package Handler Interview,Accepted Offer,Positive Experience,,"I applied online. The process took 2 weeks. I interviewed at FedEx (Saint Louis, MO) in July 2019.",Application,"Safety issues, Â  2 Answers"
"Jul 18, 2019",Anonymous Employee,Software Developer Interview,Accepted Offer,Neutral Experience,Easy Interview,"Talked about technical problems, low-level questions. Mostly behavioral questions. FedEx does have a hard interview process when I interviewed, but I think they are doing more code-based examples now.",Application,Talk about a time your solved a problem and what the result was. Â  Answer Question
"Jul 16, 2019",Anonymous Employee,Credit Controller Interview,Accepted Offer,Neutral Experience,Average Interview,I applied through other source. The process took 3 weeks. I interviewed at FedEx.,Application,Please describe the difficult situation you encountered and tell us how you handled it Â  Answer Question
"Jul 16, 2019","Anonymous Interview Candidate in London, England (UK)",Human Resources Assistant Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at FedEx (London, England (UK)) in June 2019.",Application,They asked situational questions Â  Answer Question
"Jul 15, 2019","Anonymous Interview Candidate in Warren, MI",Driver Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 6 weeks. I interviewed at FedEx (Warren, MI) in January 2019.",Application,What kind of everyday skills do you have that would be beneficial to this job? Â  1 Answer
"Jul 14, 2019",Anonymous Employee,Pricing Analyst Interview,Accepted Offer,Positive Experience,Easy Interview,"Had 2 rounds of interview. I was first contacted by someone from the HR team for setting up an in person interview at their office in Memphis, TN. I had a face-to-face interview 2 weeks later with the director of Pricing Team. The interview mostly consisted of behavioral questions. A week later I was contacted by another manager for a brief conversation. I got the confirmation after 2 weeks.",Application,It mostly consisted of Behavioural Questions Â  Answer Question
"Jul 10, 2019",Anonymous Employee,Office Administrator Interview,Accepted Offer,Positive Experience,Easy Interview,The interview process was one of the more relaxed interviews I had done. They were welcoming and polite. Asked a couple and questions which you give an example of past experiences.,Application,Have you ever been given a task when you didnât have knowledge and there was no one there to ask for guidance? Â  Answer Question
"Jul 7, 2019","Anonymous Employee in Sioux Falls, SD",Part Time Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at FedEx (Sioux Falls, SD) in November 2018.",Application,Are you ok with the early morning hours? Â  Answer Question
"Jul 1, 2019","Anonymous Interview Candidate in Los Angeles, CA",Field Sales Professional Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at FedEx (Los Angeles, CA) in June 2019.",Application,Tell me about a time you had to build a relationship to make a sale. Â  Answer Question
"Jun 27, 2019",Anonymous Employee,Account Executive Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied through other source. I interviewed at FedEx.,Application,Tell me about a time where you had to sell on value over price Â  Answer Question
"Jun 14, 2019","Anonymous Employee in Murfreesboro, TN",Delivery Driver Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at FedEx (Murfreesboro, TN) in November 2018.",Application,Years of experience? Â  1 Answer
"Jun 13, 2019",Anonymous Employee,Package Handler Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 1 day. I interviewed at FedEx in September 2015.,Application,Can you work up to 5 hours? Â  1 Answer
"Jun 13, 2019",Anonymous Employee in Milan (Italy),Junior Business Analyst Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2+ months. I interviewed at FedEx (Milan (Italy)) in January 2015.,Application,Challenges and reactiveness in your daily life? Â  Answer Question
"Jun 10, 2019","Anonymous Employee in LeÃ³n, Guanajuato (Mexico)",Auxiliar De AlmacÃ©n Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at FedEx (LeÃ³n, Guanajuato (Mexico)).",Application,Ninguna Â  1 Answer
"May 29, 2019",Anonymous Employee,Assistant Manager Interview,Accepted Offer,Positive Experience,Average Interview,I applied through other source. I interviewed at FedEx.,Application,"How did you handle a project you had to finish in a time fame but couldn't?
How did you handle a situation with a very upset customer?
Can you work efficiently and calmly in a very fast-paced work environment?
What does customer service mean to you? Â  Answer Question"
"May 27, 2019","Anonymous Employee in Ottawa, ON (Canada)",Sales Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 2 days. I interviewed at FedEx (Ottawa, ON (Canada)) in April 2019.",Application,Why are you interested in leaving your current provider? Â  1 Answer
"May 27, 2019",Anonymous Employee in Windhoek (Namibia),Sales Associate Interview,Accepted Offer,Positive Experience,Average Interview,I applied through other source. I interviewed at FedEx (Windhoek (Namibia)) in June 2018.,Application,Will you be able to work hard? Â  1 Answer
"May 27, 2019","Anonymous Employee in Abington, MA",Warehouse Associate Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at FedEx (Abington, MA) in January 2017.",Application,Where did you work last. What is your qualifications ect Â  1 Answer
"May 21, 2019",Anonymous Employee,Stock Associate Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at FedEx.,Application,What makes you qualified for this job? Â  Answer Question
"May 20, 2019",Anonymous Employee,Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at FedEx.,Application,What is your previous work history Â  1 Answer
"May 16, 2019","Anonymous Employee in Middletown, CT",Package Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at FedEx (Middletown, CT) in April 2019.",Application,What was the last job you worked at Â  Answer Question
"May 6, 2019","Anonymous Employee in Four Oaks, NC",Inventory Coordinator Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through other source. The process took a week. I interviewed at FedEx (Four Oaks, NC) in May 2017.",Application,"Previous job
Skills
Things I was good at I mostly answered questions about my past jobs and what I was good at and what I was or what I was not familiar with . Â  1 Answer"
"May 2, 2019","Anonymous Employee in Minneapolis, MN",Courier Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at FedEx (Minneapolis, MN) in February 2017.",Application,Do you know how to use a map? Â  1 Answer
"May 2, 2019","Anonymous Employee in Clearwater, FL",Freight Handler Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at FedEx (Clearwater, FL) in March 2019.",Application,Are you able to use a forklift Â  1 Answer
"Apr 21, 2019","Anonymous Employee in Memphis, TN",Flight Crew Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 3+ months. I interviewed at FedEx (Memphis, TN).",Application,I felt that I was well prepared. It's been too many years to remember specific question. Â  Answer Question
"Apr 14, 2019","Anonymous Interview Candidate in Charlotte, NC",Part Time Package Handler Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at FedEx (Charlotte, NC) in January 2018.",Application,Q: What do you consider your most important assets? Â  Answer Question
"Apr 11, 2019","Anonymous Interview Candidate in New York, NY",Pt Retail Sales Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at FedEx (New York, NY) in April 2019.",Application,What are some of your strengths and weaknesses? Â  Answer Question
"Apr 10, 2019","Anonymous Interview Candidate in Tonawanda, NY",Import Coordinator Interview,No Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 3 weeks. I interviewed at FedEx (Tonawanda, NY) in March 2019.",Application,Describe a time when you had to give bad news to a customer. Â  Answer Question
"Apr 9, 2019","Anonymous Interview Candidate in Commerce, CA",Parcel Handler Interview,No Offer,Neutral Experience,Easy Interview,"I applied online. The process took a week. I interviewed at FedEx (Commerce, CA) in April 2019.",Application,Are you able to do the work provided without any assistance? Â  1 Answer
"Apr 7, 2019",Anonymous Interview Candidate,Global Import Agent Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at FedEx.,Application,How would you handle a disgruntle customer Â  Answer Question
