Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,InterviewQs
"Jan 5, 2020",Anonymous Interview Candidate,Sales Associate Interview,Declined Offer,Neutral Experience,Average Interview,I met a recruiter at my university career fair handed him my resume and he referred me the hiring team. Two weeks later I was offered an interview and had 48 hours to schedule a phone interview.,Application,Tell me about yourself Â  Answer Question
"Jan 3, 2020",Anonymous Interview Candidate,Sales Analyst Interview,No Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at PepsiCo.,Application,What do you for fun? Â  Answer Question
"Feb 20, 2020","Anonymous Interview Candidate in Chicago, IL",Internal Communications Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 8 weeks. I interviewed at PepsiCo (Chicago, IL) in January 2020.",Application,Basic questions about experience and background Â  1 Answer
"Jan 24, 2020",Anonymous Employee,Administrative Assistant Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 1+ week. I interviewed at PepsiCo in January 2020.,Application,Describe a time you handled a conflict Â  Answer Question
"Feb 27, 2020","Anonymous Interview Candidate in Dallas, TX",Associate Sales Manager Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 4+ weeks. I interviewed at PepsiCo (Dallas, TX) in January 2020.",Application,Tell us a time when you encountered a problem in your work and how you went about it. Â  1 Answer
"Mar 11, 2020","Anonymous Interview Candidate in San Jose, CA",Customer Development Representative Interview,Declined Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo (San Jose, CA) in January 2020.",Application,Tell us about a time something didn't go the way you had planned and how did you react? What was the end result. Â  Answer Question
"Dec 4, 2019","Anonymous Employee in New York, NY",Associate HR Manager Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 3 weeks. I interviewed at PepsiCo (New York, NY).",Application,Give me examples of a challenging ER investigation and how you dealt with it. Â  Answer Question
"Dec 20, 2019","Anonymous Interview Candidate in Houston, TX",Sales Representative Interview,No Offer,Positive Experience,Average Interview,"The process took 3 days. I interviewed at PepsiCo (Houston, TX) in December 2019.",Application,What I know about the company? Â  1 Answer
"Nov 26, 2019",Anonymous Employee,R&D Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at PepsiCo.,Application,What was a difficult situation you experienced at work or school and how did you handle it? Â  Answer Question
"Nov 14, 2019","Anonymous Interview Candidate in Chicago, IL",Finance Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Chicago, IL).",Application,How do you think we go about pricing a new item? Â  Answer Question
"Nov 9, 2019",Anonymous Interview Candidate,Process Interview,No Offer,Positive Experience,Average Interview,The company emailed me and requested a phone Interview. When they called they introduced themselves and asked why I wanted to work for Pepsico. Then they asked a bunch of different behavioral questions and requested that I use the STAR method.,Application,Describe a time you had to make a decision with incomplete information Â  Answer Question
"Nov 5, 2019",Anonymous Employee,Administrative Assistant Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied in-person. The process took 4+ months. I interviewed at PepsiCo.,Application,Nothing unusual -- Tell me about yourself. Favorite PepsiCo product :) Â  Answer Question
"Nov 15, 2019","Anonymous Employee in Dallas, TX",Internship Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at PepsiCo (Dallas, TX) in November 2019.",Application,Typical behavioral/scenario based questions Â  Answer Question
"Dec 25, 2019","Anonymous Interview Candidate in New York, NY",Delivery Driver Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at PepsiCo (New York, NY) in November 2019.",Application,what was the reason you left your previous job Â  1 Answer
"Dec 19, 2019","Anonymous Interview Candidate in New York, NY",Global Procurement Manager Interview,No Offer,Negative Experience,Average Interview,"I applied through a recruiter. The process took 3 weeks. I interviewed at PepsiCo (New York, NY) in November 2019.",Application,How are your computer skills and Financial Planning and Analysis knowledge? Â  Answer Question
"Oct 25, 2019",Anonymous Employee,Internship Interview,Accepted Offer,Positive Experience,Average Interview,It was two people interviewing for about 45 minutes. They described the job and asked about 6 behavioral questions. Allowed for time to ask questions at the end so come prepared with a few,Application,Tell me about a time you worked on a team Â  Answer Question
"Oct 22, 2019",Anonymous Employee,Suppy Chain Associate Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo.,Application,Why are you interested in working for us Â  Answer Question
"Oct 21, 2019",Anonymous Employee,Sales Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,Tell me about a time you had conflict with a co-worker and how did you handle it? Â  Answer Question
"Oct 20, 2019",Anonymous Employee,Sales Management Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo.,Application,Basic behavioral: Name a time of conflict? Â  Answer Question
"Oct 19, 2019",Anonymous Interview Candidate,Marketing Interview,Declined Offer,Positive Experience,Difficult Interview,I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo.,Application,"Looking at the market today, what drink or food product do you think PepsiCo should get involved with? Tell me how you'd roll out this product. Â  Answer Question"
"Oct 16, 2019",Anonymous Employee,Contractor Interview,Accepted Offer,Negative Experience,,It was a very long interview process. Consisted of a 3 person separate interviews that pretty much asked the same questions. Would be nice if it was a group interview involving all 3 interviewers.,Application,Tell me about yourself Â  1 Answer
"Oct 15, 2019","Anonymous Interview Candidate in Bronx, NY",Supply Chain Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. I interviewed at PepsiCo (Bronx, NY).",Application,Name a time you showed leadership experience Â  Answer Question
"Oct 15, 2019",Anonymous Interview Candidate,Supply Chain Engineer Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at PepsiCo.,Application,Tell me about a time when you made a mistake or didnât perform up to school/work expectations and describes feedback. Â  Answer Question
"Oct 15, 2019",Anonymous Interview Candidate,Sales Management Interview,Declined Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo.,Application,Tell me about a time when you had to persuade someone to do something your way. Â  Answer Question
"Oct 14, 2019",Anonymous Interview Candidate,Supply Chain Interview,No Offer,Negative Experience,Average Interview,I applied through college or university. The process took a week. I interviewed at PepsiCo.,Application,Behavioral questions: tell me a bit about your resume. Why pepsi? Describe a time that you had to make an choice without having complete information. Â  Answer Question
"Oct 7, 2019",Anonymous Employee,Intern Interview,Accepted Offer,Positive Experience,Average Interview,Applied through my campus for an internship at the school career fair and then filled out an online application. Had one on-campus interview and then got results back a few weeks later via phone call.,Application,Tell me about a time you worked in a team Â  Answer Question
"Oct 8, 2019",Anonymous Interview Candidate,Supply Chain Associate Interview,No Offer,Positive Experience,Average Interview,The interview was on my university campus after speaking with a representative from the career fair. It was a person from HR and a person who worked as a supply chain associate.,Application,Tell us about a time where you had to tell a group bad news. Â  Answer Question
"Oct 8, 2019",Anonymous Employee,Manufacturing Engineer Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,Tell me about a time you were faced with an issue and what you did to resolve the issue. Â  1 Answer
"Oct 6, 2019",Anonymous Interview Candidate,Intern Interview,No Offer,Positive Experience,Average Interview,PepsiCo came for a campus interview session. It was about a 45 minute interview with five main questions and follow up. There were two people from the branch on the interview panel.,Application,Tell Me About a Time You Made a Mistake Â  Answer Question
"Oct 6, 2019",Anonymous Interview Candidate,Supply Chain Interview,Declined Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,Why do you want to work for PepsiCo and why this position? Â  Answer Question
"Oct 3, 2019",Anonymous Employee,IT Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,How did you overcome conflict? Â  Answer Question
"Oct 3, 2019",Anonymous Interview Candidate,Sales Associate Interview,Declined Offer,Neutral Experience,Easy Interview,I applied through college or university. I interviewed at PepsiCo.,Application,Where do you see yourself in 5 years? Â  Answer Question
"Feb 20, 2020","Anonymous Interview Candidate in Austin, TX",Internship Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 4 weeks. I interviewed at PepsiCo (Austin, TX) in October 2019.",Application,Explain your problem solving process Â  Answer Question
"Oct 2, 2019",Anonymous Interview Candidate,Supply Chain Interview,No Offer,Neutral Experience,Average Interview,"Applied online, then got an e-mail a few weeks later to interview on campus. Interview lasted 30 minutes with two people. Said they would give responses within two weeks.",Application,Q: Name a time you used inclusion. Â  Answer Question
"Oct 1, 2019",Anonymous Employee,Finance Interview,Accepted Offer,Positive Experience,Easy Interview,"Campus Interview. Basic Behavioral questions about yourself such as tell me about yourself, why finance, why PepsiCo etc.... Not difficult at all plus a quick response. Second interview was at corporate location in downtown.",Application,Tell me about yourself? Â  Answer Question
"Oct 1, 2019","Anonymous Employee in San Luis Obispo, CA",Sales Management Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (San Luis Obispo, CA).",Application,Tell me about a time you failed Â  Answer Question
"Oct 4, 2019","Anonymous Employee in West Lafayette, IN",Sales Management Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at PepsiCo (West Lafayette, IN) in October 2019.",Application,Why PepsiCo Â  Answer Question
"Dec 17, 2019","Anonymous Interview Candidate in New York, NY",IT Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (New York, NY) in October 2019.",Application,Talk about how you deal with a difficult situation you meet in your previous experience. Â  Answer Question
"Jan 29, 2020","Anonymous Employee in Conroe, TX",Administrative Assistant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through a staffing agency. The process took a week. I interviewed at PepsiCo (Conroe, TX) in October 2019.",Application,How long would my commute be if offered the position. Â  1 Answer
"Oct 17, 2019","Anonymous Employee in Tallahassee, FL",Associate R&D Engineer Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 1+ week. I interviewed at PepsiCo (Tallahassee, FL) in October 2019.",Application,They showed me a naked juice and gatorade and asked me what I have to do before I add the drink in the bottle. they asked me the differences in preparation. Â  1 Answer
"Oct 17, 2019","Anonymous Interview Candidate in Iowa City, IA",Supply Chain Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at PepsiCo (Iowa City, IA) in October 2019.",Application,Describe a situation when someone had a different opinion or stance than you did on an issue. How did you resolve that difference? Did you come to a compromise? Â  Answer Question
"Nov 24, 2019","Anonymous Interview Candidate in Williamsport, PA",Supply Chain Analyst Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 4 weeks. I interviewed at PepsiCo (Williamsport, PA) in October 2019.",Application,Tell me about a time where you didn't see eye to eye with a co-worker. Â  1 Answer
"Nov 2, 2019","Anonymous Interview Candidate in Dayville, CT",Supply Chain Associate Interview,No Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took 4 weeks. I interviewed at PepsiCo (Dayville, CT) in October 2019.",Application,Name a time when you had to make a difficult decision with having incomplete information on the situation. Â  Answer Question
"Nov 5, 2019",Anonymous Employee,Supply Chain Associate Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo in October 2019.,Application,Describe a time you had to balance many different projects/tasks Â  Answer Question
"Dec 3, 2019","Anonymous Interview Candidate in Denver, CO",Supply Chain Associate Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2+ months. I interviewed at PepsiCo (Denver, CO) in October 2019.",Application,Describe a time where you had to work with someone that you had conflict with. How did you resolve that? Â  Answer Question
"Feb 4, 2020","Anonymous Employee in State College, PA",Supply Chain Associate Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 4 weeks. I interviewed at PepsiCo (State College, PA) in October 2019.",Application,What is the most innovative thing you have ever done? Â  Answer Question
"Feb 10, 2020","Anonymous Employee in Winston-Salem, NC",Finance Coordinator Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at PepsiCo (Winston-Salem, NC) in October 2019.",Application,"Behavior question, my job experience Â  Answer Question"
"Nov 3, 2019","Anonymous Interview Candidate in Champaign, IL",Sales Development Representative Interview,No Offer,Positive Experience,Easy Interview,"I applied through college or university. I interviewed at PepsiCo (Champaign, IL) in October 2019.",Application,A time you worked as a team to reach a common goal? Â  Answer Question
"Oct 22, 2019","Anonymous Interview Candidate in Fayetteville, AR",Sales Management Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took a week. I interviewed at PepsiCo (Fayetteville, AR) in October 2019.",Application,Tell us about a time things didn't go as planned. Â  Answer Question
"Oct 28, 2019","Anonymous Interview Candidate in Penn State University, PA",Sales Management Interview,No Offer,Positive Experience,,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Penn State University, PA) in October 2019.",Application,Talk about a time you worked with people with different opinions than you. Â  Answer Question
"Dec 27, 2019","Anonymous Interview Candidate in Dallas, TX",Senior Financial Analyst Interview,No Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 5 days. I interviewed at PepsiCo (Dallas, TX) in October 2019.",Application,"Draw up a business plan for us, preferably one you have worked on. Anyone with a few years of experience in the workforce should be able to come up with a hypothetical business plan, at a minimum. Â  1 Answer"
"Oct 29, 2019","Anonymous Interview Candidate in College Park, MD",Sales Strategy Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. I interviewed at PepsiCo (College Park, MD) in October 2019.",Application,What is your favorite book? Â  1 Answer
"Nov 4, 2019",Anonymous Interview Candidate,District Sales Leader Interview,Declined Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo in October 2019.,Application,Describe a time that someone else was misunderstood or had a different opinion and how did you help make their opinion heard? Â  Answer Question
"Dec 8, 2019","Anonymous Employee in Toledo, OH",Delivery Driver Interview,Accepted Offer,Negative Experience,Average Interview,"I applied online. The process took 4+ months. I interviewed at PepsiCo (Toledo, OH) in October 2019.",Application,How long do you plan to stay with the company. Â  1 Answer
"Jan 15, 2020","Anonymous Interview Candidate in Carol Stream, IL",Sales Management Associate Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2+ months. I interviewed at PepsiCo (Carol Stream, IL) in October 2019.",Application,Why do you want to work for PepsiCo? Â  Answer Question
"Nov 29, 2019",Anonymous Interview Candidate,Intern Marketing Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. The process took a week. I interviewed at PepsiCo in October 2019.,Application,What is a growing trend in marketing? Â  Answer Question
"Oct 21, 2019",Anonymous Employee,HQ Supply Chain Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo in October 2019.,Application,Why PepsiCo? Â  Answer Question
"Nov 7, 2019",Anonymous Employee,Sales Management Associate Position Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo in October 2019.,Application,"Name a difficult situation you have encountered in the workplace, and how you went about solving and overcoming this challenge? Â  Answer Question"
"Dec 23, 2019","Anonymous Employee in Tempe, AZ",Supply ChainInterview Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo (Tempe, AZ) in October 2019.",Application,Why did you choose your major? Â  Answer Question
"Sep 30, 2019",Anonymous Interview Candidate,Supply Chain Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,How do you define success? Â  Answer Question
"Sep 27, 2019",Anonymous Interview Candidate,Consultant Interview,No Offer,Positive Experience,Difficult Interview,I applied through college or university. I interviewed at PepsiCo.,Application,How much money can you steal without getting caught if you were in a bank vault? Â  Answer Question
"Sep 25, 2019",Anonymous Employee,Supply Chain Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo.,Application,Give me an example of a time when you had to be a leader. Â  Answer Question
"Sep 23, 2019","Anonymous Interview Candidate in New York, NY",Supply Chain Associate Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 4 weeks. I interviewed at PepsiCo (New York, NY).",Application,Describe a time you had to change someone's mind Â  Answer Question
"Sep 18, 2019",Anonymous Interview Candidate,Merchandiser Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at PepsiCo.,Application,Describe a time where you had to satisfy your customers needs? Â  Answer Question
"Sep 4, 2019",Anonymous Interview Candidate,SC Customer Management Senior Associate Interview,No Offer,Positive Experience,,"First, there is a get-to-know you phone interview to ensure you are a good fit. Second, there is an official phone interview. And if you make it past the second round, there is a third and final in-person interview.",Application,Tell me about a time you had to manage a project from beginning to end. Â  Answer Question
"Sep 11, 2019","Anonymous Interview Candidate in Mesquite, TX",Maintenance Technician Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 3 days. I interviewed at PepsiCo (Mesquite, TX) in September 2019.",Application,
"Sep 19, 2019","Anonymous Interview Candidate in Houston, TX",Supply Chain Interview,No Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at PepsiCo (Houston, TX) in September 2019.",Application,Why do you want to work at PepsiCo? Can you tell me about an experience where you made a mistake? Â  Answer Question
"Sep 2, 2019","Anonymous Interview Candidate in Greenville, SC",Customer Service and Sales Representative Interview,No Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at PepsiCo (Greenville, SC) in September 2019.",Application,Why do I want to work for Pepsi Â  Answer Question
"Oct 16, 2019","Anonymous Employee in New York, NY",Intern Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 1 day. I interviewed at PepsiCo (New York, NY) in September 2019.",Application,Describe the functionality of certain ingredients in one of their products. Â  Answer Question
"Oct 13, 2019",Anonymous Interview Candidate,HR Generalist Interview,No Offer,Neutral Experience,Difficult Interview,I applied through college or university. The process took 1 day. I interviewed at PepsiCo in September 2019.,Application,"Tell me about a time when you worked on an employee relations project?
Tell me about a time when you failed.
Tell me about a time when you motivated an unmotivated team.
Tell me about a time when you worked on a project that you didn't have enough information for.
What is your greatest success? Â  Answer Question"
"Feb 15, 2020",Anonymous Interview Candidate,Manufacturing Associate Interview,No Offer,Neutral Experience,Difficult Interview,I applied online. The process took 2 weeks. I interviewed at PepsiCo in September 2019.,Application,What was a time you had to deal with a situation where you had incomplete information? Â  Answer Question
"Oct 9, 2019","Anonymous Interview Candidate in West Lafayette, IN",Sales Interview,No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at PepsiCo (West Lafayette, IN) in September 2019.",Application,Tell me about yourself Â  Answer Question
"Dec 15, 2019",Anonymous Interview Candidate,Sales Interview,Declined Offer,Positive Experience,,I applied through college or university. The process took 4 weeks. I interviewed at PepsiCo in September 2019.,Application,Describe how to sale something. Â  1 Answer
"Oct 9, 2019","Anonymous Interview Candidate in Ithaca, NY",R&D Interview,No Offer,Neutral Experience,Difficult Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Ithaca, NY) in September 2019.",Application,Explain the heat and mass transfer that is involved in baking cookies. Â  Answer Question
"Oct 27, 2019","Anonymous Interview Candidate in Gainesville, FL",Summer Finance Interview,No Offer,Neutral Experience,Difficult Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Gainesville, FL) in September 2019.",Application,What words describes you Â  1 Answer
"Dec 6, 2019","Anonymous Employee in Winston-Salem, NC",Finance Customer Management Coordinator Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through a staffing agency. The process took 2 weeks. I interviewed at PepsiCo (Winston-Salem, NC) in September 2019.",Application,How will your experience help you succeed in this job? Â  Answer Question
"Aug 23, 2019",Anonymous Employee,Supply Chain Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,How familiar are you with lean production principles Â  1 Answer
"Dec 11, 2019","Anonymous Interview Candidate in White Plains, NY",Strategy Interview,No Offer,Negative Experience,Easy Interview,"I applied through a recruiter. The process took a week. I interviewed at PepsiCo (White Plains, NY) in August 2019.",Application,How would your experience translate into this team? Â  Answer Question
"Sep 25, 2019","Anonymous Employee in Chicago, IL",Sales Associate Manager Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 4 weeks. I interviewed at PepsiCo (Chicago, IL) in August 2019.",Application,How do you manage difficult people? Â  Answer Question
"Sep 7, 2019","Anonymous Employee in Phila, PA",Field Service Technician Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at PepsiCo (Phila, PA) in August 2019.",Application,Strength and weakness Â  Answer Question
"Jul 22, 2019",Anonymous Employee,Supply Chain Associate Interview,Accepted Offer,Positive Experience,Average Interview,"Had an interview with two people and it was pretty easy, all behavioral questions checking if you were a good fit. Overall was a great interview and they really want to make sure you can lead people well.",Application,What was a problem that was hard to overcome and did you handle it correctly or not? Â  Answer Question
"Jul 15, 2019",Anonymous Employee,Customer Service Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at PepsiCo.,Application,how would you resolve a customer threatening to end business with the company Â  1 Answer
"Jul 8, 2019",Anonymous Employee,Supply Chain Leader Interview,Accepted Offer,Positive Experience,Average Interview,Multiple behavioral interviews each lasting about 45 minutes at the PepsiCo site. The interviews were broken up by tours of the facility and general information about the company as a whole.,Interview,What was one time you struggled in a group setting and how did you handle it? Â  1 Answer
"Aug 13, 2019","Anonymous Employee in Columbia, SC",Sales Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at PepsiCo (Columbia, SC) in July 2019.",Interview,What problems did I have and how did I solve them Â  1 Answer
"Jul 18, 2019","Anonymous Employee in El Paso, TX",Warehouse Loader Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at PepsiCo (El Paso, TX) in July 2019.",Interview,Why do you want to work at Pepsi? Â  Answer Question
"Jun 19, 2019",Anonymous Interview Candidate,Intern Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at PepsiCo.,Interview,"Have you ever had to speak up against someone in a position of authority over you, and how did you handle the situation? Â  Answer Question"
"Jun 17, 2019",Anonymous Employee,SC Ops Interview,Accepted Offer,Positive Experience,Average Interview,The interview process was very efficient. I did the first round on campus and then the second and final round was only 2 days later. I received an offer only one day after that. The hiring group was very easy to communicate with.,Interview,How do you work in teams? Â  Answer Question
"May 30, 2019","Anonymous Interview Candidate in New York, NY",Data Scientist Interview,No Offer,Negative Experience,,"Recruiter interview, a technical interview then a take home assignment (here comes the spin ball!).
If you pass all that, then there is a another interview followed by PepsiCo interview. Hiring Manager apparently came from Amazon but he never was part of the interviewing.",Interview,"The take home assignment is poorly worded. Intention of this is take home assignment is to get you to solve their problem and not hiring you.
Individuals maintained pretty good communication up until you submit your solution for the take home assignment.
Don't waste time interviewing with them. Â  Answer Question"
"Dec 27, 2019","Anonymous Interview Candidate in Davis, CA",Operations Manager Interview,No Offer,Neutral Experience,Average Interview,"I applied through a recruiter. The process took 4 weeks. I interviewed at PepsiCo (Davis, CA) in June 2019.",Interview,Behavioral Questions - Scenario based Â  Answer Question
