Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,InterviewQs
"Jan 31, 2020","Anonymous Interview Candidate in Los Angeles, CA",Data Scientist Interview,No Offer,Negative Experience,Average Interview,"I applied through college or university. I interviewed at Walmart (Los Angeles, CA).",Application,How did you describe the SVM model? Â  Answer Question
"Feb 23, 2020",Anonymous Employee,Intern Marketing Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 2 days. I interviewed at Walmart in February 2020.,Application,Who is your ideal customer? Â  Answer Question
"Feb 24, 2020","Anonymous Employee in Detroit, MI",Toys Department Manager Interview,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 3 weeks. I interviewed at Walmart (Detroit, MI) in February 2020.",Application,Tell about a time you exhibited great customer service. Â  Answer Question
"Feb 12, 2020",Anonymous Interview Candidate,Software Engineer(Internship) Interview,No Offer,Positive Experience,Average Interview,I applied through an employee referral. I interviewed at Walmart in February 2020.,Application,Check if a tree is a valid binary search tree Â  Answer Question
"Jan 30, 2020",Anonymous Employee,Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at Walmart.,Application,How would you handle an irate customer Â  Answer Question
"Jan 24, 2020","Anonymous Interview Candidate in Bentonville, AR",Accounting Staff Member Interview,No Offer,Neutral Experience,Difficult Interview,"I applied through college or university. The process took 2 weeks. I interviewed at Walmart (Bentonville, AR).",Application,"They asked a lot of basic questions. Weaknesses, time you've failed, why their company Â  Answer Question"
"Jan 22, 2020",Anonymous Interview Candidate,Senior Product Manager Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at Walmart.,Application,"Tell me about the time when you used data to make a decision.
What is your biggest weakness?
Tell us about the time when you have to push back to business or say no to them? Â  Answer Question"
"Jan 21, 2020","Anonymous Employee in Alamosa, CO",Fresh Foods/Deli-Bakery Customer Service Clerk Interview,Accepted Offer,Negative Experience,Average Interview,"I applied online. I interviewed at Walmart (Alamosa, CO).",Application,Tell me about yourself Â  Answer Question
"Jan 20, 2020",Anonymous Employee,Sales Associate/Cashier Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Walmart.,Application,Tell me about an obstacle you had to overcome? Â  Answer Question
"Jan 18, 2020",Anonymous Employee,Cashier Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Walmart.,Application,What hours are you looking for? Â  5 Answers
"Jan 16, 2020","Anonymous Employee in Springfield, IL",ECommerce Associate (Online Grocery Pickup) Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Walmart (Springfield, IL).",Application,Do you have a working vehicle at this moment? Â  1 Answer
"Jan 12, 2020",Anonymous Interview Candidate,Assistant Store Manager Interview,Declined Offer,Neutral Experience,Average Interview,"Show up with a suit on. Pants are important. Make eye contact. Good to go. If you forget pants, don't worry. They sell pants. Why yes they also sell socks if you need socks. Shoes you guessed it.",Application,Do you have a heart beat? Are you bipedal? Â  1 Answer
"Jan 9, 2020",Anonymous Interview Candidate,Worker Interview,Declined Offer,Neutral Experience,,they would call you and ask you as many questions about your life and personality to ge tto know you better and figure out if they wanted to move on with you within the process,Interview,
"Jan 6, 2020",Anonymous Employee,Produce Clerk Interview,Accepted Offer,Positive Experience,,I applied online. I interviewed at Walmart.,Interview,How many hours can u work Â  Answer Question
"Jan 6, 2020",Anonymous Interview Candidate,Sales Associate Interview,Declined Offer,Neutral Experience,,It was really nice .Didnt take long at all in and out overall okay I really donât have any thought about the interview I canât say that everyone was nice,Interview,What makes you stand out Â  Answer Question
"Jan 1, 2020",Anonymous Interview Candidate,Stocker Interview,Declined Offer,Neutral Experience,Easy Interview,The process seemed to be very simple and it really gauged if I was able to do the tasks required and able to work hard like the others. Hours were discussed etc.,Interview,Able? Â  Answer Question
"Jan 27, 2020","Anonymous Interview Candidate in Bentonville, AR",Case Manager Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Walmart (Bentonville, AR) in January 2020.",Interview,"Interview questions were standard questions.
Tell me about yourself Â  1 Answer"
"Jan 8, 2020","Anonymous Employee in Joplin, MO",Floater Pharmacist Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Walmart (Joplin, MO) in January 2020.",Interview,Tell us about yourself. Â  Answer Question
"Jan 21, 2020","Anonymous Interview Candidate in Bentonville, AR",Specialist Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at Walmart (Bentonville, AR) in January 2020.",Interview,If you could have the perfect job at Walmart what would it be. Â  Answer Question
"Feb 7, 2020","Anonymous Employee in Waukegan, IL",Human Resources Assistant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 4 days. I interviewed at Walmart (Waukegan, IL) in January 2020.",Interview,"What are you trying to change, everything? Â  1 Answer"
"Feb 4, 2020","Anonymous Employee in Hinesville, GA",Caisher Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Walmart (Hinesville, GA) in January 2020.",Interview,Tell me about a time where you had to deal with a difficult customer. Â  Answer Question
"Feb 5, 2020","Anonymous Employee in Fort Lauderdale, FL",Cap I Team Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took a week. I interviewed at Walmart (Fort Lauderdale, FL) in January 2020.",Interview,Q : Describe a time where you went above & beyond for a customer at your workplace or an individual in another setting ? Â  1 Answer
"Dec 27, 2019",Anonymous Employee,Cashier Interview,Accepted Offer,Negative Experience,Easy Interview,"The interview process was with the store manager and it was fairly quick. She only asked me a couple of questions and then I was hired. It was a new store that was opening, so they had to fill in the positions.",Interview,What are you strengths? Â  1 Answer
"Dec 18, 2019",Anonymous Employee,Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Walmart.,Interview,How do you handle rude customers/co-workers? Â  1 Answer
"Dec 14, 2019",Anonymous Interview Candidate,Cashier Interview,Declined Offer,Neutral Experience,,"The interview was really straight forward, with questions about working in customer service and ""what would you do"" type scenarios. No complaints here about the process, very straightforward and everyone I dealt with was nice and professional.",Interview,Why do you want to work here? Â  Answer Question
"Dec 16, 2019",Anonymous Interview Candidate,Pharmacist Interview,No Offer,Neutral Experience,Average Interview,"It was a phone interview called from the pharmacy manager. I did not receive any notification through email or phone. I was not expecting the call. The phone call was brief, about 15 to 20 minutes.",Interview,Tell me about yourself and why do you want to be a pharmacist Â  Answer Question
"Dec 11, 2019",Anonymous Employee,Certified Pharmacy Technician Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Walmart.,Interview,Tell me one time you went above and beyond for customer service. Â  Answer Question
"Dec 5, 2019",Anonymous Interview Candidate,Data Analyst Interview,No Offer,Positive Experience,Difficult Interview,I applied online. I interviewed at Walmart.,Interview,Python and some questions and a few mcqs Â  Answer Question
"Dec 4, 2019",Anonymous Interview Candidate,Customer Service Interview,No Offer,Positive Experience,Easy Interview,It was Fast and easy. It was Very pleasant and quick. I didnât feel nervous. It was a lot quicker than any other companies I have interviewed with. Thank you for asking about the interview process,Interview,What hours and days I can work Â  Answer Question
"Dec 4, 2019","Anonymous Employee in Lufkin, TX",E-Commerce Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Walmart (Lufkin, TX).",Interview,Tell me about your previous job experience(s) Â  1 Answer
"Dec 3, 2019",Anonymous Interview Candidate,WalMart Overnight Stocker Interview,No Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Walmart.,Interview,Why do you want to work at Walmart? Â  Answer Question
"Dec 3, 2019",Anonymous Employee,Sporting Goods Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Walmart.,Interview,Why do you want to work here Â  Answer Question
"Dec 14, 2019","Anonymous Employee in Alexandria, LA",Overnight Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1+ week. I interviewed at Walmart (Alexandria, LA) in December 2019.",Application,Name a time you displayed exceptional customer service. How did you help the customer(s)? Â  1 Answer
"Mar 3, 2020","Anonymous Employee in Crookston, MN",Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at Walmart (Crookston, MN) in December 2019.",Application,what hours are you available? Â  Answer Question
"Feb 11, 2020","Anonymous Interview Candidate in Mulberry, FL",WalMart Overnight Stocker Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at Walmart (Mulberry, FL) in December 2019.",Application,"Tell me about a time you went above and beyond to help someone? (for example it can be a friend, family member, co-worker) Â  Answer Question"
"Mar 9, 2020","Anonymous Employee in Portland, OR",Deli/Bakery Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Walmart (Portland, OR) in December 2019.",Application,Why Walmart? Â  1 Answer
"Dec 18, 2019","Anonymous Interview Candidate in Hoboken, NJ",Senior Back End Engineer Interview,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 5 weeks. I interviewed at Walmart (Hoboken, NJ) in December 2019.",Application,Questions about how to diagnose a service that is randomly crashing on cloud. Â  Answer Question
"Nov 25, 2019",Anonymous Interview Candidate,Cashier Interview,Declined Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at Walmart.,Application,When can you work? Â  Answer Question
"Nov 23, 2019","Anonymous Interview Candidate in Mobile, AL",Cashier Interview,Declined Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Walmart (Mobile, AL).",Application,What hours I was available to work Â  1 Answer
"Nov 19, 2019","Anonymous Employee in Mount Vernon, WA",Unloader Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. I interviewed at Walmart (Mount Vernon, WA).",Application,Give me an experience where you... Those were a lot of the questions. They wanted me to tell stories of my previous work experience. Â  Answer Question
"Nov 19, 2019",Anonymous Employee,Sales Associate Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took a week. I interviewed at Walmart.,Application,"Name one time you had to overcome a difficult situation, how did you do it. Â  1 Answer"
"Nov 13, 2019","Anonymous Employee in Hanson, KY",Overnight Stocker Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Walmart (Hanson, KY).",Application,How would you go above and beyond to provide exceptional customer service? Â  1 Answer
"Nov 13, 2019",Anonymous Interview Candidate,Intern Interview,No Offer,Negative Experience,Average Interview,I applied through college or university. I interviewed at Walmart.,Application,Why do you want to work here? Â  Answer Question
"Nov 14, 2019","Anonymous Employee in Palm Coast, FL",Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 3 days. I interviewed at Walmart (Palm Coast, FL).",Application,Why you want to work for them Â  1 Answer
"Nov 9, 2019",Anonymous Interview Candidate,Associate Interview,No Offer,Positive Experience,Average Interview,"During my process, there were three total rounds, with managers and other associates. The people were friendly and I thought they cared about doing a good job. I would recommend the company.",Application,how do you handle stressful situations? Â  Answer Question
"Nov 5, 2019","Anonymous Employee in New Orleans, LA",Cashier Interview,Accepted Offer,Positive Experience,Average Interview,Very nice to me. But I went with another job offer. Would consider going to them if I want a change. Not sure if I would have been offered because I got the other job and told them,Application,
"Nov 5, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Walmart.,Application,How do you deal with difficult customer? Â  Answer Question
"Nov 11, 2019",Anonymous Employee,Asset Protection Customer Host Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Walmart in November 2019.,Application,When was a time you did service for someone either coworker or anyone in the community. Â  Answer Question
"Nov 1, 2019",Anonymous Interview Candidate,Operational Support Process Lead Interview,No Offer,Negative Experience,,I applied online. I interviewed at Walmart in November 2019.,Application,Didn't even get interviewed despite having a time set up with the recruiter.... Â  Answer Question
"Jan 13, 2020","Anonymous Employee in Austin, TX",Software Engineer Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. I interviewed at Walmart (Austin, TX) in November 2019.",Application,they asked me to explain why I chose the data structures I chose for the coding questions. Â  1 Answer
"Feb 5, 2020","Anonymous Employee in Dallas, TX",Software Engineer Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 4+ weeks. I interviewed at Walmart (Dallas, TX) in November 2019.",Application,Full stack developer questions Â  1 Answer
"Nov 9, 2019","Anonymous Employee in Merritt Island, FL",Stocker Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at Walmart (Merritt Island, FL) in November 2019.",Application,Job history Â  Answer Question
"Oct 31, 2019",Anonymous Interview Candidate,Front End Developer Interview,No Offer,Neutral Experience,Average Interview,"Applied through a recruiter. First round was a JavaScript, HTML and CSS assessment. 40 Questions 65 minutes. Second round was a two panel video interview. General question about React and Angular.",Interview,How to manage state in an angular application? Â  Answer Question
"Feb 3, 2020",Anonymous Interview Candidate,Software Developer Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. The process took 3 weeks. I interviewed at Walmart in November 2019.,Interview,Walkover through the resume and basic coding programming. Â  Answer Question
"Feb 5, 2020","Anonymous Employee in Baton Rouge, LA",Overnight Stocker Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Walmart (Baton Rouge, LA) in November 2019.",Interview,Can u show on time Â  1 Answer
"Oct 31, 2019",Anonymous Interview Candidate,Product Manager Interview,Declined Offer,Positive Experience,Average Interview,I applied through an employee referral. The process took 4 weeks. I interviewed at Walmart.,Interview,What would your most recent manager say your strengths and weaknesses are? Â  Answer Question
"Feb 3, 2020","Anonymous Employee in Severn, MD",Chasier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Walmart (Severn, MD) in November 2019.",Interview,Tell me a bit about yourself Â  Answer Question
"Dec 3, 2019",Anonymous Employee,Software Engineer-II Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at Walmart in November 2019.,Interview,Basic OOP questions proceeded by questions detailing use of Java OOP features. Â  1 Answer
"Nov 9, 2019","Anonymous Employee in Tucson, AZ",Overnight GM/Grocery Stocker Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Walmart (Tucson, AZ) in November 2019.",Interview,Could I perform the job and meet the demand of the team ? Â  1 Answer
"Oct 27, 2019","Anonymous Interview Candidate in San Francisco, CA",Business Management Analyst Interview,No Offer,Neutral Experience,Easy Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Walmart (San Francisco, CA).",Interview,"Tell me about yourself
Why do you want to leave your current job?
What attracts you to this opportunity? Â  Answer Question"
"Oct 30, 2019",Anonymous Employee,Pharmacist Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at Walmart.,Interview,How long did you work in retail Â  Answer Question
"Oct 29, 2019",Anonymous Employee,Front End Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 1 day. I interviewed at Walmart.,Interview,"Name a time when you had to work with a difficult person on a team and needed to complete a project. Describe the project, how were you able to complete the project and what were the end results. Â  Answer Question"
"Oct 29, 2019",Anonymous Employee,Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 1 day. I interviewed at Walmart.,Application,"Why i chose Walmart, past experience, why they should hire me. basic stuff they usually ask it wasnt anything extra or too hard. they also asked if you could past a drug test but didn't really give you one. ask about background. Â  Answer Question"
"Oct 24, 2019","Anonymous Interview Candidate in Sunnyvale, CA",QA Engineer Interview,No Offer,Negative Experience,Average Interview,"I applied online. I interviewed at Walmart (Sunnyvale, CA).",Application,
"Oct 17, 2019",Anonymous Employee,Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,I applied in-person. The process took a week. I interviewed at Walmart.,Application,Why walmart Â  1 Answer
"Oct 13, 2019",Anonymous Interview Candidate,Data Scientist Interview,No Offer,Neutral Experience,Average Interview,I applied through college or university. I interviewed at Walmart.,Application,Tell me the different between supervised and unsupervised learning. Â  Answer Question
"Oct 12, 2019","Anonymous Employee in Smyrna, DE",Unloader/Processor Interview,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 2 weeks. I interviewed at Walmart (Smyrna, DE).",Application,If I could handle long work days Â  1 Answer
"Oct 17, 2019","Anonymous Employee in Tucson, AZ",Front End Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at Walmart (Tucson, AZ) in October 2019.",Application,How would you react to an angry customer? Â  1 Answer
"Oct 11, 2019","Anonymous Employee in Hyattsville, MD",Customer Service Associate Interview,Accepted Offer,Positive Experience,,"I applied online. The process took 3 weeks. I interviewed at Walmart (Hyattsville, MD).",Application,How did you hear about the position? Â  1 Answer
"Oct 9, 2019",Anonymous Employee,Cashier Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at Walmart.,Application,What are some trials and tribulations you have had to overcome Â  Answer Question
"Oct 8, 2019","Anonymous Interview Candidate in New York, NY",Senior Marketing Manager Interview,Declined Offer,Negative Experience,Average Interview,"I applied through a recruiter. The process took 3+ months. I interviewed at Walmart (New York, NY).",Application,why do you want to work here? Â  Answer Question
"Oct 7, 2019",Anonymous Employee,Sales Associate Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied in-person. I interviewed at Walmart.,Application,What are your strongest qualities? Â  Answer Question
"Oct 4, 2019","Anonymous Employee in Houston, TX",Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Walmart (Houston, TX).",Application,What hours are you available? Â  Answer Question
"Oct 4, 2019",Anonymous Employee,Java Developer Interview,Accepted Offer,Positive Experience,,"A recruiter emailed to schedule an initial screening. The next day we had an 30 minute conversation about my college projects, experience during my internship, and what is expected for the role.

After a week, I was sent an online assessment of about 30 multiple choice coding questions. Most questions provided a piece of Java code and asked what the output would be.

A technical phone interview was scheduled a couple days after the assessment for a week later. During the technical phone interview I was first asked about my college projects and internship experience again. Then similar questions to the assessment (given this Java code, what is the output). At the end I was asked a reverse the string coding question. The whole interview took about an hour.

Recruiter called me later that day to tell me I passed and was given an offer after two days.

This was in 2016 as a new graduate.",Application,Reverse a string. Â  Answer Question
"Jan 15, 2020","Anonymous Employee in Fayetteville, NC",E-Commerce Manager Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Walmart (Fayetteville, NC) in October 2019.",Application,My availability Â  1 Answer
