Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,InterviewQs
"Feb 18, 2020",Anonymous Interview Candidate,Internship Customer Service Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took 4 weeks. It was via the hirevue app. It was 4 questions and i had approx 3mins per question and about 30 secs before each to prepare. There was only one chance per question.,Application,Name a time you had to learn something quickly Â  Answer Question
"Feb 17, 2020",Anonymous Employee,Nike Athlete Interview,Accepted Offer,Positive Experience,Easy Interview,"It was pretty simple, I just had to state availability as well as my favourite athlete. The manager was lovely and made me feel very comfortable and I was offered a job on the spot",Application,Favourite athlete Â  1 Answer
"Feb 15, 2020","Anonymous Employee in Portland, OR",Intern Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at NIKE (Portland, OR) in January 2020.",Application,why nike? Â  1 Answer
"Feb 15, 2020",Anonymous Employee,Merchandise Planner Interview,Accepted Offer,Negative Experience,Easy Interview,I applied through an employee referral. I interviewed at NIKE in March 2016.,Application,Why Nike why searching for new job do you prefer working in teams or independent what can you bring to Nike how can your skills contribute to this role how good are you using excel Â  Answer Question
"Feb 10, 2020",Anonymous Employee,Seasonal Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,Phone call and small group interview with other interviewees and the store manager. Relatively easy questions on both as they just wanted to get a feel for your product knowledge and how you will interact with consumers and will train you on most other skills.,Application,Tell us about your passion for sport and product. Â  Answer Question
"Jan 31, 2020","Anonymous Employee in Orlando, FL",Sales Associate Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at NIKE (Orlando, FL) in March 2016.",Application,Why did you pick us? Â  Answer Question
"Jan 28, 2020",Anonymous Employee,Apparel Developer Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at NIKE.,Application,How many tries did this style take. Fitting experience. Â  Answer Question
"Jan 25, 2020",Anonymous Employee,Part Time Athlete Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at NIKE.,Application,How has Nike impacted your life and why do you want to work for Nike? Â  Answer Question
"Jan 23, 2020","Anonymous Interview Candidate in Orlando, FL",Summer Technology Interview,No Offer,Negative Experience,Easy Interview,"I applied through other source. I interviewed at NIKE (Orlando, FL) in October 2019.",Application,"Technical Question: Given a string, make every other character, excluding spaces and punctuation, alternate between lowercase and uppercase. Â  1 Answer"
"Jan 23, 2020","Anonymous Employee in Clinton, CT",Seasonal Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at NIKE (Clinton, CT) in May 2016.",Application,Tell us about a time you experienced good customer service Â  1 Answer
"Jan 20, 2020",Anonymous Employee,Digital Marketing Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at NIKE.,Application,Please describe yourself and tell us what makes you Nike! Â  Answer Question
"Jan 19, 2020",Anonymous Employee,Information Technology Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at NIKE.,Application,"Typical behavioral questions such as:
- Tell me about a time when you faced with a challenging situation and how did you overcome, etc.
- Tell me about a time when you resolve a conflict
- Etc. Â  Answer Question"
"Jan 18, 2020","Anonymous Employee in Manchester, England (UK)",Planner Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at NIKE (Manchester, England (UK)).",Application,What do you know about the organisation Â  Answer Question
"Jan 14, 2020","Anonymous Interview Candidate in Portland, OR",Software Developer Interview,No Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at NIKE (Portland, OR) in December 2019.",Application,What would your colleagues say is your biggest strength? Â  1 Answer
"Jan 13, 2020","Anonymous Employee in Riverhead, NY",Sales Associate Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied online. The process took 1+ week. I interviewed at NIKE (Riverhead, NY) in January 2016.",Application,How do you see your self fitting into this store? Â  1 Answer
"Jan 6, 2020",Anonymous Interview Candidate,Software Engineer(Internship) Interview,No Offer,Positive Experience,Easy Interview,I applied in-person. I interviewed at NIKE in October 2019.,Application,What was your biggest failure and how did you overcome it? Â  1 Answer
"Jan 6, 2020","Anonymous Employee in Portland, OR",Intern Marketing Interview,Accepted Offer,Neutral Experience,Difficult Interview,"I applied online. The process took 7 weeks. I interviewed at NIKE (Portland, OR) in October 2016.",Application,What makes you nike? Â  Answer Question
"Dec 30, 2019",Anonymous Employee,Staff Accountant Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 4 days. I interviewed at NIKE.,Application,What do you know about Nike? Â  Answer Question
"Dec 16, 2019","Anonymous Employee in New York, NY",Vendedor Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 1+ week. I interviewed at NIKE (New York, NY) in April 2019.",Application,A quÃ© me dedico Â  Answer Question
"Dec 11, 2019",Anonymous Employee,Seasonal Athlete Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at NIKE.,Application,Describe a time in which you had to break a commitment and why Â  1 Answer
"Dec 6, 2019","Anonymous Employee in Chicago, IL",Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1+ week. I interviewed at NIKE (Chicago, IL) in April 2017.",Application,How do you practice the skills necessary to successfully work within a team. Â  Answer Question
"Dec 1, 2019",Anonymous Employee,Retail Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through an employee referral. The process took 2 weeks. I interviewed at NIKE.,Application,What kind of sports do you like? Â  1 Answer
"Dec 1, 2019",Anonymous Interview Candidate,Internship Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at NIKE in September 2019.,Application,Tell us something about yourself and why Nike? Tell us about your experience with analysing data. What do you think our biggest challenges are in this department? Tell us why to choose you (extra opportunity to tell something about your skills etc.). Â  Answer Question
"Nov 27, 2019",Anonymous Interview Candidate in Hilversum (Netherlands),Strategic Account Manager Interview,Declined Offer,Neutral Experience,Average Interview,I applied online. The process took 3+ months. I interviewed at NIKE (Hilversum (Netherlands)) in March 2019.,Application,Experience in footwear Â  1 Answer
"Nov 19, 2019","Anonymous Employee in London, England (UK)",Sales Associate Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 4 weeks. I interviewed at NIKE (London, England (UK)) in July 2018.",Application,who is your inspiration? Â  1 Answer
"Nov 19, 2019",Anonymous Interview Candidate,Sales Associate Interview,Declined Offer,Positive Experience,,"The interview process is a multi-stage process for hiring new employees. The interview process typically includes the following steps: writing a job description, posting a job, scheduling interviews, conducting preliminary interviews, conducting in-person interviews, following up with candidates and making a hire.",Application,Greatest skill? Â  1 Answer
"Nov 18, 2019",Anonymous Employee,Intern Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 3 weeks. I interviewed at NIKE.,Application,What is your proudest accomplishment? Â  Answer Question
"Nov 15, 2019",Anonymous Employee in Rio de Janeiro (Brazil),Auxiliar De Loja Interview,Accepted Offer,Positive Experience,Easy Interview,I applied in-person. The process took a week. I interviewed at NIKE (Rio de Janeiro (Brazil)) in November 2019.,Application,Qual a histÃ³ria da nike? Â  1 Answer
"Nov 12, 2019","Anonymous Interview Candidate in Culver City, CA",Sales Associate Interview,Declined Offer,Neutral Experience,Easy Interview,"I applied online. The process took a week. I interviewed at NIKE (Culver City, CA) in October 2019.",Application,What is your favorite Nike Athlete? Â  1 Answer
"Nov 11, 2019","Anonymous Interview Candidate in Los Angeles, CA",Procurement Interview,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 days. I interviewed at NIKE (Los Angeles, CA) in October 2019.",Application,Why Nike? Â  Answer Question
"Nov 11, 2019",Anonymous Employee,Sales Advisor Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 days. I interviewed at NIKE in October 2019.,Application,tell me about your experience in retail Â  1 Answer
"Nov 10, 2019",Anonymous Employee,Sales Associaate Interview,Accepted Offer,Positive Experience,Easy Interview,"Not long, it was a group interview. We were asked about 5 questions each. It was a very relaxed / semi formal interview. Dress decent, DO NOT wear casual clothes",Application,What motivates you? Â  Answer Question
"Nov 7, 2019","Anonymous Employee in New York, NY",Part Time Sales Associate Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at NIKE (New York, NY) in February 2016.",Application,What was a time when you had to overcome an obstacle? Â  Answer Question
"Nov 6, 2019","Anonymous Interview Candidate in New York, NY",Senior Product Manager Technical Products Interview,Declined Offer,Neutral Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at NIKE (New York, NY) in October 2019.",Application,He primary asked me about my experience and followed up with many questions on the various products I worked on Â  1 Answer
"Nov 5, 2019",Anonymous Employee,Graphic Design Interview,Accepted Offer,Neutral Experience,Average Interview,"I did first phone interview with recruiter and then get to talk to design director at on-site interview. Had to explain about portfolio and it was really focused on explaining my concepts . and works. After that, I met couple different team mates as well.",Application,What is your next step as a designer Â  Answer Question
"Nov 5, 2019","Anonymous Employee in Boston, MA",Nike Athlete Interview,Accepted Offer,Positive Experience,Average Interview,"The process took 4+ weeks. I interviewed at NIKE (Boston, MA) in April 2018.",Application,"When was a time you faced a challenge, and how did you overcome it? Â  Answer Question"
"Nov 3, 2019","Anonymous Employee in Memphis, TN",Supply Chain Manager Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. I interviewed at NIKE (Memphis, TN) in July 2019.",Application,Tell me about your supply chain experience. Â  Answer Question
"Oct 31, 2019","Anonymous Employee in Milpitas, CA",Retail Sales Consultant Interview,Accepted Offer,Positive Experience,,"I applied online. The process took 2 weeks. I interviewed at NIKE (Milpitas, CA) in February 2015.",Application,Why Nike Â  1 Answer
"Oct 29, 2019","Anonymous Employee in North Branch, MN",Retail Sales Associate Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at NIKE (North Branch, MN) in October 2016.",Application,What is your biggest weakness?q Â  Answer Question
"Oct 29, 2019",Anonymous Employee,Nike Athlete Interview,Accepted Offer,Positive Experience,Average Interview,I applied in-person. I interviewed at NIKE.,Application,Tell me about a time when you had to handle a complaint from a customer and thought it was not justified Â  Answer Question
"Oct 25, 2019","Anonymous Interview Candidate in Portland, OR",Global Strategic Planning Manager Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at NIKE (Portland, OR) in June 2019.",Application,How does this role fit with your experience? Â  Answer Question
"Oct 24, 2019","Anonymous Interview Candidate in Orlando, FL",Analytics Interview,No Offer,Positive Experience,,"I applied through a recruiter. I interviewed at NIKE (Orlando, FL) in October 2019.",Application,What data would you want to know? Â  Answer Question
"Oct 23, 2019","Anonymous Employee in Beaverton, OR",Digital Commerce Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at NIKE (Beaverton, OR) in August 2015.",Application,Asked about past experience Â  1 Answer
"Oct 23, 2019","Anonymous Employee in Chicago, IL",Sales Associate Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at NIKE (Chicago, IL) in September 2018.",Application,What is your personal connection to Nike? Â  Answer Question
"Oct 21, 2019",Anonymous Interview Candidate,Internship Supply Chain Interview,No Offer,Positive Experience,Average Interview,"Entrevista digital, en la que eres preguntado por tus habilidades y tu interÃ©s por Nike. TambiÃ©n se pide responder a diferentes situaciones en las que te has podido ver involucrado",Application,Relaciona tu vida con Nike Â  Answer Question
"Oct 19, 2019",Anonymous Interview Candidate,Software Engineer Interview,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at NIKE.,Application,
"Oct 17, 2019","Anonymous Employee in Toronto, ON (Canada)",Full Time Apparel Specialist Interview,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 2 weeks. I interviewed at NIKE (Toronto, ON (Canada)) in January 2018.",Application,What about Nike made you want to apply for this position? Â  Answer Question
"Oct 14, 2019",Anonymous Employee in The Hague (Netherlands),Inside Sales Representative Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at NIKE (The Hague (Netherlands)) in May 2019.,Application,"They asked me, how was my last experience? Â  Answer Question"
"Oct 11, 2019","Anonymous Employee in Memphis, TN",Sales Associaate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at NIKE (Memphis, TN) in December 2017.",Application,What was a time you lead a team? Â  Answer Question
"Oct 9, 2019",Anonymous Employee,Praktikant Sales Interview,Accepted Offer,Positive Experience,Average Interview,"Das GesprÃ¤ch lief strukturiert ab. ZunÃ¤chst haben die Vorgesetzten sich und das Unternehmen vorgestellt, dann musste ich durch den Lebenslauf fÃ¼hren. Dazu wurden einige Fragen gestellt. Alle waren freundlich, es wurde darauf geachtet, ob man in das Team passt. Es wurden sowohl inhaltliche Fragen, als auch persÃ¶nliche Fragen gestellt.",Application,Nennen Sie die unterschiedlichen Silos unserer FuÃballschuhe Â  Answer Question
"Oct 8, 2019","Anonymous Interview Candidate in Beaverton, OR",Senior Designer Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 days. I interviewed at NIKE (Beaverton, OR) in September 2019.",Application,Give an example of a time when you were innovative. Â  Answer Question
"Oct 7, 2019","Anonymous Interview Candidate in Beaverton, OR",Associate Merchant Interview,No Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 1 day. I interviewed at NIKE (Beaverton, OR) in July 2019.",Application,"Tell us about a time when you had unrealistic expectations place upon you, and how did you manage through it? Â  Answer Question"
"Oct 7, 2019","Anonymous Employee in London, England (UK)",Part Time Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 2 days. I interviewed at NIKE (London, England (UK)) in September 2019.",Application,Name a time where you had to work in a team; what was the outcome? Â  Answer Question
"Oct 7, 2019","Anonymous Employee in Ashford, Kent, South East England, England (UK)",Athlete Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at NIKE (Ashford, Kent, South East England, England (UK)) in September 2018.",Application,previous retail expereince Â  Answer Question
"Sep 28, 2019",Anonymous Employee,Part Time Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,The interview itself is easy. You are interviewed with three or four other people and they ask basic questions. The interview is about 25 minutes long. They get back to you via email a week after and let you know if you got the job or not. Very easy interview.,Application,If you were ever put in a tough situation what was it and how did you handle it? Â  Answer Question
"Sep 27, 2019","Anonymous Employee in Beaverton, OR",Athlete Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at NIKE (Beaverton, OR) in May 2018.",Application,Why Nike? Â  Answer Question
"Sep 25, 2019","Anonymous Interview Candidate in Beaverton, OR",Senior Administrative Assistant Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at NIKE (Beaverton, OR) in June 2019.",Application,How do you try to innovate? Â  Answer Question
"Sep 24, 2019","Anonymous Employee in Riverhead, NY",Seasonal Sales Associate Interview,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took a week. I interviewed at NIKE (Riverhead, NY) in April 2018.",Application,Describe how interested you are in athletics or sports? Â  Answer Question
"Sep 19, 2019","Anonymous Employee in Tucson, AZ",Brand Design Creative Operations Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 3+ months. I interviewed at NIKE (Tucson, AZ) in December 2018.",Application,What should every presentation start off with? Â  1 Answer
"Sep 15, 2019","Anonymous Employee in Newport Beach, CA",Sales Associaate Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at NIKE (Newport Beach, CA) in January 2015.",Application,Tell me about a time when you provided excellent customer service? Â  Answer Question
"Sep 11, 2019","Anonymous Employee in BogotÃ¡, Bogota (Colombia)",Retail Planner Interview,Accepted Offer,Positive Experience,,"I applied through an employee referral. The process took 1+ week. I interviewed at NIKE (BogotÃ¡, Bogota (Colombia)) in November 2015.",Application,Tu logro mÃ¡s importante el el Ãºltimo aÃ±o Â  Answer Question
"Sep 11, 2019",Anonymous Interview Candidate in Bologna (Italy),EHQ Nike Marketing Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at NIKE (Bologna (Italy)) in May 2018.,Application,Describe a challenging situation you overcame as a member of a team Â  Answer Question
"Sep 10, 2019",Anonymous Employee,Manager Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at NIKE in February 2019.,Application,"What are your interest , tell us about yourself Â  Answer Question"
"Sep 7, 2019","Anonymous Interview Candidate in Portland, OR",Engineer Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at NIKE (Portland, OR) in March 2019.",Application,When are you available for an interview? Â  1 Answer
"Sep 6, 2019",Anonymous Employee,Team Athlete Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at NIKE.,Application,Itâs Monday Â  1 Answer
"Sep 4, 2019",Anonymous Employee in Singapore (Singapore),Visual Presentation Interview,Accepted Offer,Neutral Experience,Average Interview,I applied through a staffing agency. The process took 3 weeks. I interviewed at NIKE (Singapore (Singapore)) in November 2017.,Application,Do you love sports? What sports brand do you like? Â  Answer Question
"Sep 1, 2019","Anonymous Employee in Beaverton, OR",Merch Director Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at NIKE (Beaverton, OR) in July 2015.",Application,They asked me to tell them about myself Â  Answer Question
"Aug 24, 2019",Anonymous Interview Candidate,Product Owner Interview,No Offer,Negative Experience,,"Got a boiler plate reply to my cover letter with a rejection. There is no way to contact anyone for additional feedback. I contacted their talent acquisition via LinkedIn, also got no reply. I think it's pretty disappointing a company like Nike has such a poor communication strategy concerning.",Application,
"Aug 22, 2019","Anonymous Interview Candidate in New York, NY",Cajero/Vendedor Interview,No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at NIKE (New York, NY) in August 2019.",Application,Â¿Que es lo que viste en nike para poder trabajar? Â  1 Answer
"Aug 22, 2019","Anonymous Interview Candidate in Beaverton, OR",Delivery Manager Interview,No Offer,Positive Experience,Difficult Interview,"I applied online. I interviewed at NIKE (Beaverton, OR) in April 2019.",Application,Why interested in Nike Â  1 Answer
"Aug 22, 2019","Anonymous Interview Candidate in Portland, OR",Accommodations Consultant Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took a week. I interviewed at NIKE (Portland, OR) in August 2019.",Application,What brings you to Nike? Â  1 Answer
"Aug 22, 2019","Anonymous Employee in Las Vegas, NV",Back of the House Team Member Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at NIKE (Las Vegas, NV) in July 2018.",Application,Basic Info About Self And History Of Nike Â  Answer Question
"Aug 18, 2019","Anonymous Interview Candidate in Porto Alegre, Rio Grande do Sul (Brazil)",Analista Interview,Declined Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at NIKE (Porto Alegre, Rio Grande do Sul (Brazil)) in June 2019.",Application,VocÃª consegue processar rÃ¡pido Â  1 Answer
"Aug 18, 2019","Anonymous Employee in Beaverton, OR",Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took a week. I interviewed at NIKE (Beaverton, OR) in April 2018.",Application,What was a problem that you solved? Â  Answer Question
"Aug 17, 2019","Anonymous Employee in Concord, NC",Nike Athlete Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 5 weeks. I interviewed at NIKE (Concord, NC) in June 2015.",Application,Ask about your problem solving skills as well as how you handle conflict or obstacles. Â  Answer Question
"Aug 15, 2019","Anonymous Employee in Beaverton, OR",Senior Equipment Engineer III Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 4+ weeks. I interviewed at NIKE (Beaverton, OR) in February 2017.",Application,How do I organize my projects Â  1 Answer
"Aug 12, 2019",Anonymous Interview Candidate,Director Interview,No Offer,Positive Experience,,"Multiple phone interviews, written project submissions, then an interview at the HQ in Oregon. The process took about 3 months, but was very orderly and they communicated well at each turn. Was happy to put in the work for a chance to be employed at such a great company.",Application,What is your greatest weakness. Â  Answer Question
"Aug 10, 2019",Anonymous Interview Candidate,Sales Associate Interview,Declined Offer,Positive Experience,Average Interview,I applied online through the career section and the next day they sent me an email asking for an interview. The interview was 1 on 1 and lasted about 40 minutes.,Application,Why do you want to work for nike Â  Answer Question
"Aug 8, 2019","Anonymous Employee in Beaverton, OR",Plastic Components Operator II Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied in-person. The process took 1 day. I interviewed at NIKE (Beaverton, OR) in April 2019.",Application,Do you like working nights and weekends? Â  1 Answer
"Aug 3, 2019",Anonymous Interview Candidate in Amsterdam (Netherlands),Strategic Planning Director Interview,No Offer,Negative Experience,,"jobdescriptions worden via e mail alert gestuurd, vervolgens moet er een motivatiebrief en een cv worden gedeeld. Nike reageert nooit. Hun talent scouts reageren op geen enkele vraag en accepteren geen linkedin verzoeken. Meestal zijn ze al weer doorgeschoven naar de volgende job.",Application,er wordt een cv en een motivatie brief gevraagd Â  2 Answers
"Aug 2, 2019",Anonymous Employee,Part Time Sales Associate Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at NIKE in May 2015.,Application,"""Tell me about a time when you..."" Â  2 Answers"
"Aug 2, 2019",Anonymous Employee in Paris (France),Vendeur Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at NIKE (Paris (France)) in March 2016.,Application,"Valeur, motivation, anglais, prÃ©sentation Â  1 Answer"
"Jul 29, 2019",Anonymous Employee,Nike Athlete Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at NIKE.,Application,Why nike ? Â  1 Answer
"Jul 28, 2019","Anonymous Interview Candidate in London, England (UK)",Intern Marketing Interview,Declined Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 4 weeks. I interviewed at NIKE (London, England (UK)) in April 2019.",Application,Which recent marketing campaigns did grab your attention? Â  2 Answers
"Jul 24, 2019","Anonymous Employee in Portland, OR",Product Line Manager Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took a week. I interviewed at NIKE (Portland, OR).",Application,What was your biggest challenge over the last year and how did you overcome it? Â  1 Answer
"Jul 21, 2019","Anonymous Interview Candidate in Beaverton, OR",Security Engineer Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at NIKE (Beaverton, OR) in June 2019.",Application,"Basic stuff - pay, why nike, etc Â  1 Answer"
"Jul 19, 2019","Anonymous Employee in London, England (UK)",Intern Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at NIKE (London, England (UK)) in May 2018.",Application,Biggest Achievement in your life to date Â  1 Answer
"Jul 19, 2019",Anonymous Employee in Melbourne (Australia),Sales Associate Interview,Accepted Offer,Positive Experience,Average Interview,I applied through a staffing agency. The process took 2 days. I interviewed at NIKE (Melbourne (Australia)) in July 2019.,Application,Most challenging situation I've encountered Â  2 Answers
"Jul 16, 2019","Anonymous Interview Candidate in Riverhead, NY",Sales Floor Team Member Interview,Declined Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at NIKE (Riverhead, NY) in April 2015.",Application,How do you handle an upset customer and a recent purchase? Â  2 Answers
