Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,InterviewQs
2 Dec 2019,Anonymous Interview Candidate,Electronics,No Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Interview,Will this be your first job? Â  Answer Question
23 Nov 2019,Anonymous Employee,Inventory Specialist,Accepted Offer,Positive Experience,,STAR method. Sat down with the assistant manger for a 15-20 interview. Meet with the GM the next day. discussed pay and benefits. preference on shift. Was offered position immediately.,Application,Tell me about a time you exceeded expectations Â  Answer Question
24 Nov 2019,Anonymous Employee,Customer Service Representative,Accepted Offer,Positive Experience,Easy Interview,"Very basic questions, customer service orientated mostly, two interviews in total and the whole process took a week and a half or so. Nice management and not intimidating. Nice management and not intimidating.",Application,Describe a time where you had a difficult time with a customer. Â  Answer Question
13 Nov 2019,Anonymous Interview Candidate,Intern - Hourly,No Offer,Neutral Experience,Average Interview,I applied through college or university. I interviewed at Best Buy.,Application,Describe a time you disagreed with a team member. Â  Answer Question
3 Nov 2019,Anonymous Employee,Asset Protection,Accepted Offer,Positive Experience,Easy Interview,I applied through an employee referral. The process took 1 day. I interviewed at Best Buy.,Application,What is your availability Â  Answer Question
2 Nov 2019,"Anonymous Interview Candidate in Saratoga Springs, NY (US)",Seasonal Inventory/Merchandising Specialist,No Offer,Negative Experience,Average Interview,"I applied online. The process took 5 days. I interviewed at Best Buy (Saratoga Springs, NY (US)).",Application,What would you do if you saw a coworker standing on a stack of boxes to reach a shelf? Â  Answer Question
25 Nov 2019,"Anonymous Interview Candidate in Rockford, IL (US)",Front End Leader,No Offer,Negative Experience,Average Interview,"I applied online. The process took a week. I interviewed at Best Buy (Rockford, IL (US)) in November 2019.",Application,What is your proudest career accomplishment? Â  Answer Question
27 Oct 2019,Anonymous Employee,Customer Service Specialist,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Best Buy.,Application,Would you fire someone if you caught them stealing and you were the manager? Â  1 Answer
25 Oct 2019,"Anonymous Interview Candidate in Richfield, MN (US)","Manager, Corporate Services",No Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Best Buy (Richfield, MN (US)).",Application,No questions were unexpected or difficult. Questions were focused on matching the job requirements to my experience Â  1 Answer
18 Oct 2019,Anonymous Interview Candidate,Sales Associate,No Offer,Neutral Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Best Buy.,Application,What animal would u be and why? Â  Answer Question
9 Oct 2019,"Anonymous Employee in Jersey City, NJ (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 days. I interviewed at Best Buy (Jersey City, NJ (US)).",Application,You're the only one in the store. How would you help a customer whose language you don't understand? Â  Answer Question
7 Oct 2019,"Anonymous Interview Candidate in Longview, TX (US)",Geek Squad Manager,No Offer,Negative Experience,Average Interview,"I applied online. The process took a week. I interviewed at Best Buy (Longview, TX (US)).",Application,What would you consider are the major challenges facing a technology store today. Â  Answer Question
18 Oct 2019,"Anonymous Employee in Anderson, SC (US)",Seasonal Sales Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Best Buy (Anderson, SC (US)) in October 2019.",Application,"If you saw one of your coworkers stacking boxes to reach something on a shelf, what would you do? Â  Answer Question"
24 Oct 2019,"Anonymous Interview Candidate in Tracy, CA (US)",Customer Service Associate,No Offer,Negative Experience,Easy Interview,"I applied in-person. The process took 4 weeks. I interviewed at Best Buy (Tracy, CA (US)) in October 2019.",Application,"You are rotating to the register but a customer intercepts you to ask for help with looking for an item, what would you do? Â  1 Answer"
25 Oct 2019,Anonymous Interview Candidate,Manager,No Offer,Negative Experience,Easy Interview,I applied online. I interviewed at Best Buy in October 2019.,Application,Why do you want to work here? Â  1 Answer
16 Oct 2019,"Anonymous Employee in Mesa, AZ (US)","Customer Experience Specialist, Seasonal",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Mesa, AZ (US)) in October 2019.",Application,"If a coworker takes a soda, drinks out of it, and gets to the cash register and realizes they don't have the money to pay for it, what would you do? Â  1 Answer"
5 Mar 2020,"Anonymous Employee in Norwalk, CT (US)",Sales Consultant,Accepted Offer,Positive Experience,,"I applied online. The process took 2 days. I interviewed at Best Buy (Norwalk, CT (US)) in October 2019.",Application,What makes you think you are the perfect fit for the job? Â  Answer Question
4 Jan 2020,"Anonymous Employee in East Falls Church, VA (US)",Seasonal,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 6 days. I interviewed at Best Buy (East Falls Church, VA (US)) in October 2019.",Application,How do you deal with a difficult situation Â  1 Answer
30 Oct 2019,"Anonymous Employee in City of Industry, CA (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took a week. I interviewed at Best Buy (City of Industry, CA (US)) in October 2019.",Application,What is one good and bad thing about working for Best Buy? Â  Answer Question
23 Sep 2019,Anonymous Employee,Inventory Specialist,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Application,What would you do if you seen a customer steal a soda Â  Answer Question
19 Sep 2019,Anonymous Interview Candidate,Sales Associate,No Offer,Positive Experience,Easy Interview,The company gave me an in depth interview. They were honest and upfront about what they were looking for in employees. The interviewers were also kind enough to answer all the questions I had.,Application,"""What experience do you have in customer service?"" Â  1 Answer"
11 Sep 2019,Anonymous Employee,Sales Associate,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Best Buy.,Application,How do you work as a team Â  Answer Question
1 Sep 2019,Anonymous Employee,Best Buy Sales Associate,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Best Buy.,Application,"Give an example of one time youâve ever went above and beyond for someone, even if it seemed unreasonable . Â  Answer Question"
11 Sep 2019,"Anonymous Interview Candidate in Orange, CA (US)",Home Theater Sales Associate,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Orange, CA (US)) in September 2019.",Application,How would you reward a good employee / and how would you punish an irresponsible employee? Â  Answer Question
24 Sep 2019,"Anonymous Employee in San Antonio, TX (US)",Geek Squad Advanced Repair Agent,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Best Buy (San Antonio, TX (US)) in September 2019.",Application,Past experience Â  1 Answer
19 Sep 2019,"Anonymous Interview Candidate in Brandon, FL (US)",Geek Squad Advanced Repair Agent,No Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at Best Buy (Brandon, FL (US)) in September 2019.",Application,Why do you want to geek-out with the Geek Squad? Â  1 Answer
8 Nov 2019,"Anonymous Interview Candidate in Avon, IN (US)",Geek Squad Advanced Repair Agent,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Avon, IN (US)) in September 2019.",Application,How would I handle an irate customer? Â  Answer Question
26 Aug 2019,Anonymous Employee,Merchandiser,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took a week. I interviewed at Best Buy.,Application,Simple group work questions. Â  Answer Question
19 Aug 2019,Anonymous Employee,Customer Service Representative,Accepted Offer,Positive Experience,,Interview process is standard. Nothing to fear; basic interview questions. Just come prepared and you will do fine. If youâre nervous then just take time to practice. Itâs a great company.,Application,What makes you the best candidate Â  Answer Question
18 Aug 2019,Anonymous Interview Candidate,Inventory Associate,No Offer,Negative Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Application,Discuss one time you had to solve a problem you had with a coworker. Â  Answer Question
14 Aug 2019,Anonymous Employee,Seasonal Associate,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at Best Buy.,Application,What 3 things would you bring to a desert island? Â  Answer Question
13 Aug 2019,"Anonymous Employee in Atlanta, GA (US)",Sales Consultant Computing and DI,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Best Buy (Atlanta, GA (US)).",Application,What would I say the job calls for? Â  1 Answer
9 Aug 2019,"Anonymous Employee in Princeton, NJ (US)",Sales Consultant,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at Best Buy (Princeton, NJ (US)).",Application,How would you respond to a question you have no knowledge of how to answer Â  1 Answer
2 Aug 2019,Anonymous Employee,Sales Associate,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at Best Buy.,Application,What type of retail experience do you have. Â  1 Answer
18 Aug 2019,"Anonymous Employee in Tacoma, WA (US)",Asset Protection,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Tacoma, WA (US)) in August 2019.",Application,Why do you wanna work for Best Buy Â  Answer Question
21 Aug 2019,"Anonymous Employee in Chesterfield, MO (US)",Sales Associate,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at Best Buy (Chesterfield, MO (US)) in August 2019.",Application,I was asked what I would do if a customer was an Iphone user and was looking to purchase a new phone with certain functions that were only available on Android devices. What would I do to convince them to purchase a different phone than they were used to? Â  1 Answer
25 Sep 2019,"Anonymous Employee in West Covina, CA (US)",Customer Service Representative,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at Best Buy (West Covina, CA (US)) in August 2019.",Application,What do you want to gain while working for Best Buy? Â  1 Answer
25 Aug 2019,Anonymous Employee,Computer Sales Consultant,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Best Buy in August 2019.,Application,"You're a cashier and a co-worker is standing in line to buy a soda. When they get to the front of the line, they realize they don't have their wallet. What do you do? Â  Answer Question"
12 Aug 2019,"Anonymous Employee in Macon, GA (US)",Computer Sales Consultant,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at Best Buy (Macon, GA (US)) in August 2019.",Application,"If a customer has never purchased a computer before, how would you start your sales process? Â  Answer Question"
28 Aug 2019,"Anonymous Interview Candidate in Fairfield, OH (US)",Comp and DI Sales Consultant,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 1+ week. I interviewed at Best Buy (Fairfield, OH (US)) in August 2019.",Application,Let's say in 5 or 10 years time you run your own Best Buy store. An employee is caught shoplifting. What do you do? Â  1 Answer
25 Feb 2020,"Anonymous Employee in Montgomery, AL (US)",Computer Sales,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Montgomery, AL (US)) in August 2019.",Application,Explain a time when you went above and beyond for a customer. Â  Answer Question
1 Nov 2019,"Anonymous Interview Candidate in Richfield, MN (US)",Corporate Position,No Offer,Negative Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at Best Buy (Richfield, MN (US)) in August 2019.",Application,"Standard interview questions over phone re: skills, experience, etc. In person with department leaders, the questions went a different direction, almost entirely on management of people, very little about job itself. Â  1 Answer"
27 Feb 2020,"Anonymous Employee in Chicago, IL (US)",Best Buy Mobile Sales Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Chicago, IL (US)) in August 2019.",Application,"Basic sales questions, how you interact with clients and how well you work with a team. Â  Answer Question"
25 Jul 2019,Anonymous Employee,Home Theater Sales Consultant,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Application,Would you punish a coworker that steals a candy bar? Â  Answer Question
20 Jul 2019,Anonymous Employee,Cashier,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at Best Buy.,Application,How would you interact with customers. Â  Answer Question
18 Jul 2019,Anonymous Employee,Warehouse Clerical Support,Accepted Offer,Neutral Experience,Average Interview,"In person with traditional interview questions about what you are like in the workplace. Very easy process, however, they were hiring for the holiday season so that may have contributed to the difficulty level of the interview.",Application,Describe a scenario where you were under pressure. What did you do to mitigate the scenario? Â  Answer Question
5 Jul 2019,Anonymous Employee,Best Buy Mobile Sales Associate,Accepted Offer,Neutral Experience,Easy Interview,Phone Interview to see if you are willing to do the work and then an in-person interview. In person is stuff about the position and if you can do it.,Interview,Why here? Â  Answer Question
1 Jul 2019,Anonymous Employee,Appliance Sales Specialist,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 1 day. I interviewed at Best Buy.,Interview,Do you have any experience with premium products and if so which ones? Â  1 Answer
4 Aug 2019,"Anonymous Interview Candidate in Minnetonka, MN (US)",Inventory Specialist,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 days. I interviewed at Best Buy (Minnetonka, MN (US)) in July 2019.",Interview,What do you like best in working in a team? Â  Answer Question
30 Jul 2019,"Anonymous Interview Candidate in Minneapolis, MN (US)",Senior Accountant,Declined Offer,Negative Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at Best Buy (Minneapolis, MN (US)) in July 2019.",Interview,Give an example of a process you improved at your current job? Â  Answer Question
25 Jul 2019,"Anonymous Interview Candidate in Provo, UT (US)",Mobile Sales Associate,No Offer,Positive Experience,Average Interview,"I applied in-person. The process took 3 weeks. I interviewed at Best Buy (Provo, UT (US)) in July 2019.",Interview,What are you tech are you familiar with? Â  Answer Question
25 Jul 2019,"Anonymous Interview Candidate in Elyria, OH (US)",Supervisor,No Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Best Buy (Elyria, OH (US)) in July 2019.",Interview,why would you like to work for best buy Â  1 Answer
7 Jul 2019,"Anonymous Interview Candidate in Houston, TX (US)",Computer Sales Consultant,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Houston, TX (US)) in July 2019.",Interview,Where do you see yourself in 5 years? Â  1 Answer
29 Jun 2019,Anonymous Employee,Systems Designer,Accepted Offer,Positive Experience,Easy Interview,I applied in-person. I interviewed at Best Buy.,Interview,How much would you like to make? Â  1 Answer
25 Jun 2019,Anonymous Employee,Sales Associaate,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Interview,Why do you think you make a great fit for Best Buy? Â  Answer Question
19 Jun 2019,Anonymous Employee,Sales Associate,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Best Buy.,Interview,What is a weakness of yours Â  1 Answer
19 Jun 2019,Anonymous Interview Candidate,Home Theater Sales Consultant,Declined Offer,Positive Experience,Easy Interview,"2 interviews will take place. They are not very hard questions and the managers are very nice. I have Yet to receive a call even though Iâve had two interviews, so I will be calling very shortly.",Interview,Would you be able to work until close on the weekends Â  Answer Question
17 Jun 2019,Anonymous Employee,Sales Consultant,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at Best Buy.,Interview,N/A Â  Answer Question
16 Jun 2019,"Anonymous Employee in McKinney, TX (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 5 days. I interviewed at Best Buy (McKinney, TX (US)).",Interview,How would you discipline a co-worker caught stealing a candy bar if you were a manager? Â  1 Answer
13 Jun 2019,Anonymous Employee,Customer Service Specialist,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 1 day. I interviewed at Best Buy.,Interview,Describe a Time when you helped a Dissatisfied Customer. Â  Answer Question
11 Jun 2019,"Anonymous Employee in Minneapolis, MN (US)",Call Center Customer Service Representative,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at Best Buy (Minneapolis, MN (US)).",Interview,Don't like what type of work Â  Answer Question
10 Jun 2019,Anonymous Interview Candidate,Customer Service,No Offer,Neutral Experience,Average Interview,I applied online. The process took a week. I interviewed at Best Buy.,Interview,"A customer grabs a soda from the refrigerator. He/She opens the soda and takes a sip but when they get to the counter, they realize that they do not have the money to buy it. How would you deal with this Â  Answer Question"
10 Jun 2019,Anonymous Employee,Sales Personnel,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Interview,tell me something about your self. Â  Answer Question
6 Jun 2019,"Anonymous Interview Candidate in Dallas, TX (US)",Specialty Sales Manager- Connections,Declined Offer,Negative Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at Best Buy (Dallas, TX (US)).",Interview,Behavioral questions about past experiences. Â  Answer Question
2 Jun 2019,Anonymous Employee,Sales Consultant,Accepted Offer,Neutral Experience,,"it was quick and easy. got a phone call right after applying a few days later. Had a phone interview, and was called in for an in person interview a few days later. After passing the first interview I was scheduled for an interview with the General Manager 2 days later and got the job",Application,How do you handle a difficult situation? Â  Answer Question
25 Jun 2019,"Anonymous Employee in Lexington, SC (US)",Inventory Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Best Buy (Lexington, SC (US)) in June 2019.",Application,if a late truck and a early truck showed up at the same time what would you do Â  Answer Question
7 Oct 2019,"Anonymous Employee in Cleveland, OH (US)",Merchandiser,Accepted Offer,Negative Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at Best Buy (Cleveland, OH (US)) in June 2019.",Application,When can you start? Â  1 Answer
31 May 2019,Anonymous Employee,Customer Service Specialist,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Best Buy.,Application,Tell me about a time you have helped a frustrated customer. How were you able to resolve the situation? Â  Answer Question
6 Jul 2019,"Anonymous Interview Candidate in Issaquah, WA (US)",Magnolia Home Theater Sales Associate,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 4 days. I interviewed at Best Buy (Issaquah, WA (US)) in June 2019.",Application,What's your greatest weakness? Â  1 Answer
17 Sep 2019,"Anonymous Interview Candidate in Portland, OR (US)",Best Buy Mobile Sales Associate,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 6 days. I interviewed at Best Buy (Portland, OR (US)) in June 2019.",Application,What can Best Buy do to help you achieve your goals? Â  Answer Question
26 May 2019,Anonymous Interview Candidate,Asset Protection,No Offer,Negative Experience,Average Interview,I applied in-person. The process took 4+ weeks. I interviewed at Best Buy.,Application,Situational questions Â  Answer Question
26 May 2019,Anonymous Employee,Sales Consultant,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3 days. I interviewed at Best Buy.,Application,What would you do if you saw a coworking stealing? Â  Answer Question
24 May 2019,Anonymous Interview Candidate,Geek Squad Agent,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at Best Buy.,Application,Why geek squad? Â  Answer Question
23 May 2019,"Anonymous Employee in August, CA (US)",Advanced Repair Agent,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Best Buy (August, CA (US)).",Application,Why do you want this position? Â  Answer Question
10 May 2019,Anonymous Employee,Best Buy Computer Sales Associate,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Best Buy.,Application,What would you do if a customer asked you for an item you did not carry? Â  Answer Question
7 May 2019,Anonymous Employee,Advanced Repair Agent,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took a week. I interviewed at Best Buy.,Application,"They ask about difficult situations with customers, disagreements with fellow employees and how you handed it. Â  1 Answer"
17 Sep 2019,"Anonymous Employee in Chicago, IL (US)",Asset Protection Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Chicago, IL (US)) in May 2019.",Application,Why did you apply to Best Buy? Â  1 Answer
24 May 2019,"Anonymous Interview Candidate in Mays Landing, NJ (US)",Merchandising Specialist,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 3 days. I interviewed at Best Buy (Mays Landing, NJ (US)) in May 2019.",Application,Why are you interested in this position? Â  Answer Question
31 May 2019,"Anonymous Employee in Sawgrass, FL (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at Best Buy (Sawgrass, FL (US)) in May 2019.",Application,How would you deal with a stealing employee Â  Answer Question
5 Jun 2019,"Anonymous Interview Candidate in Reston, VA (US)",Consultation Agent,No Offer,Negative Experience,Easy Interview,"I applied in-person. The process took a week. I interviewed at Best Buy (Reston, VA (US)) in May 2019.",Application,Basic Questions... Â  1 Answer
8 May 2019,"Anonymous Employee in Union, NJ (US)",Microsoft Expert,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ weeks. I interviewed at Best Buy (Union, NJ (US)) in May 2019.",Application,What are your ambitions and goals and how can we help you to achieve them? Â  1 Answer
6 May 2019,"Anonymous Employee in Oklahoma City, OK (US)",Core Home Theater Sales,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at Best Buy (Oklahoma City, OK (US)) in May 2019.",Application,"And costumer said they want a TV but don't know what, and go. Â  Answer Question"
17 Apr 2019,Anonymous Employee,Merchandising Specialist,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Application,Name a time when you provided best customer service Â  Answer Question
12 Apr 2019,"Anonymous Interview Candidate in Holland, OH (US)",Cashier Specialist,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 2 days. I interviewed at Best Buy (Holland, OH (US)).",Application,What is your biggest weakness? Â  Answer Question
10 Apr 2019,"Anonymous Employee in New York, NY (US)",AP,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at Best Buy (New York, NY (US)).",Application,What qualifies you to work security in a high traffic location? Â  Answer Question
